21/06/11/ 13:17:03
Gain= 10dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:17:05:2, 139, 1417, 7684785, 156,
13:17:05:2, 140, 1837, 19158041, 234,
13:17:05:2, 141, 229, 3087709, 39,
13:17:05:2, 142, 323, 3205822, 39,
13:17:05:2, 143, 144, 2335142, 39,
13:17:05:2, 144, 198, 2577112, 39,
13:17:05:2, 145, 161, 2331427, 39,
13:17:05:2, 146, 167, 2186011, 39,
13:17:05:2, 147, 189, 2760459, 39,
13:17:05:2, 148, 153, 2604114, 39,
13:17:05:3, 149, 162, 2303621, 39,
13:17:05:3, 150, 116, 2085746, 39,
13:17:05:3, 151, 110, 2137757, 39,
13:17:05:3, 152, 135, 2155833, 39,
13:17:05:3, 153, 173, 2711030, 39,
13:17:05:3, 154, 157, 2564006, 39,
13:17:05:3, 155, 159, 2346741, 39,
13:17:05:3, 156, 211, 2635202, 39,
13:17:05:3, 157, 144, 2311814, 39,
13:17:05:4, 158, 115, 1952447, 39,
13:17:05:4, 159, 123, 2231777, 39,
13:17:05:4, 160, 117, 2172482, 39,
13:17:05:4, 161, 123, 2160831, 39,
13:17:05:4, 162, 147, 2302799, 39,
13:17:05:4, 163, 143, 2259288, 39,
13:17:05:4, 164, 643, 5036655, 78,
13:17:05:4, 165, 2252, 21371604, 273,
13:17:05:4, 166, 292, 3208398, 39,
13:17:05:4, 167, 143, 2443378, 39,
13:17:05:5, 168, 189, 3177742, 39,
13:17:05:5, 169, 172, 2478893, 39,
13:17:05:5, 170, 166, 2830372, 39,
13:17:05:5, 171, 134, 2465503, 39,
13:17:05:5, 172, 121, 2295981, 39,
13:17:05:5, 173, 143, 2476480, 39,
13:17:05:5, 174, 236, 3450748, 39,
13:17:05:5, 175, 163, 2765848, 39,
13:17:05:5, 176, 132, 2448592, 39,
13:17:05:5, 177, 143, 2292019, 39,
13:17:05:6, 178, 157, 2607153, 39,
13:17:05:6, 179, 154, 2502212, 39,
13:17:05:6, 180, 131, 2287847, 39,
13:17:05:6, 181, 130, 2255670, 39,
13:17:05:6, 182, 143, 2231406, 39,
13:17:05:6, 183, 153, 2563322, 39,
13:17:05:6, 184, 142, 2381711, 39,
13:17:05:6, 185, 1402, 11306533, 156,
13:17:05:6, 186, 590, 5651724, 78,
13:17:05:6, 187, 150, 2542166, 39,
13:17:05:7, 188, 121, 2245756, 39,
13:17:05:7, 189, 137, 2338675, 39,
13:17:05:7, 190, 137, 2226979, 39,
13:17:05:7, 191, 165, 2495633, 39,
13:17:05:7, 192, 177, 2687487, 39,
13:17:05:7, 193, 167, 2601796, 39,
13:17:05:7, 194, 149, 2566361, 39,
13:17:05:7, 195, 126, 2340997, 39,
13:17:05:7, 196, 150, 2331390, 39,
13:17:05:7, 197, 128, 2215045, 39,
13:17:05:8, 198, 120, 2246966, 39,
13:17:05:8, 199, 193, 2549135, 39,
13:17:05:8, 200, 126, 2449241, 39,
13:17:05:8, 201, 135, 2294242, 39,
13:17:05:8, 202, 140, 2325678, 39,
13:17:05:8, 203, 120, 2283677, 39,
13:17:05:8, 204, 173, 2955065, 39,
13:17:05:8, 205, 224, 3032215, 39,
13:17:05:8, 206, 193, 2771034, 39,
13:17:05:8, 207, 142, 2228875, 39,
13:17:05:9, 208, 129, 2130797, 39,
13:17:05:9, 209, 164, 2379516, 39,
13:17:05:9, 210, 179, 2930823, 39,
13:17:05:9, 211, 156, 2284203, 39,
13:17:05:9, 212, 123, 2259363, 39,
13:17:05:9, 213, 121, 2266610, 39,
13:17:05:9, 214, 198, 2630446, 39,
13:17:05:9, 215, 110, 2226193, 39,
13:17:05:9, 216, 145, 2275365, 39,
13:17:05:9, 217, 118, 2174083, 39,
13:17:05:9, 218, 165, 2640659, 39,
13:17:06:0, 219, 126, 2258156, 39,
13:17:06:0, 220, 144, 2418806, 39,
13:17:06:0, 221, 254, 2995570, 39,
13:17:06:0, 222, 164, 2446529, 39,
13:17:06:0, 223, 132, 2316593, 39,
13:17:06:0, 224, 168, 2592241, 39,
13:17:06:0, 225, 124, 2233476, 39,
13:17:06:0, 226, 134, 2426234, 39,
13:17:06:0, 227, 135, 2265302, 39,
13:17:06:0, 228, 129, 2229904, 39,
13:17:06:1, 229, 115, 2084220, 39,
13:17:06:1, 230, 137, 2441682, 39,
13:17:06:1, 231, 4943, 58704077, 1172,
13:17:06:1, 232, 4920, 76764087, 1055,
13:17:06:1, 233, 3704, 24161647, 312,
13:17:06:1, 234, 4922, 48021696, 820,
13:17:06:1, 235, 4860, 62497941, 820,
13:17:06:1, 236, 4667, 58797951, 703,
13:17:06:1, 237, 1393, 11087469, 156,
13:17:06:2, 238, 939, 9958706, 117,
13:17:06:2, 239, 779, 8876909, 117,
13:17:06:2, 240, 210, 3376902, 39,
13:17:06:2, 241, 4902, 11347400, 273,
13:17:06:2, 242, 4933, 207237380, 2188,
13:17:06:2, 243, 4766, 88385185, 1016,
13:17:06:2, 244, 4916, 181690244, 1992,
13:17:06:2, 245, 3239, 27676031, 352,
13:17:06:2, 246, 1027, 12738795, 156,
13:17:06:2, 247, 483, 7432720, 78,
13:17:06:2, 248, 320, 5424187, 78,
13:17:06:3, 249, 259, 4424155, 39,
13:17:06:3, 250, 321, 5761143, 78,
13:17:06:3, 251, 309, 3961724, 39,
13:17:06:3, 252, 144, 2471464, 39,
13:17:06:3, 253, 192, 2691933, 39,
13:17:06:3, 254, 167, 2701008, 39,
13:17:06:3, 255, 135, 2236065, 39,
13:17:06:3, 256, 143, 2004838, 39,
13:17:06:3, 257, 643, 6663400, 78,
13:17:06:4, 258, 380, 4731747, 39,
13:17:06:4, 259, 265, 3202260, 39,
13:17:06:4, 260, 153, 2337076, 39,
13:17:06:4, 261, 193, 2656041, 39,
13:17:06:4, 262, 160, 2906141, 39,
13:17:06:4, 263, 115, 2093747, 39,
13:17:06:4, 264, 254, 3026281, 39,
13:17:06:4, 265, 196, 2645047, 39,
13:17:06:4, 266, 123, 2193517, 39,
13:17:06:4, 267, 150, 2200816, 39,
13:17:06:5, 268, 122, 2016831, 39,
13:17:06:5, 269, 187, 2619439, 39,
13:17:06:5, 270, 113, 2186554, 39,
13:17:06:5, 271, 184, 2670507, 39,
13:17:06:5, 272, 153, 2525546, 39,
13:17:06:5, 273, 119, 2150029, 39,
13:17:06:5, 274, 178, 2631538, 39,
13:17:06:5, 275, 131, 1978205, 39,
13:17:06:5, 276, 128, 2087264, 39,
13:17:06:5, 277, 151, 2553264, 39,
13:17:06:5, 278, 158, 2439507, 39,
13:17:06:6, 279, 123, 1985294, 39,
13:17:06:6, 280, 113, 1864901, 39,
13:17:06:6, 281, 119, 1965890, 39,
13:17:06:6, 282, 115, 2073512, 39,
13:17:06:6, 283, 303, 3090710, 39,
13:17:06:6, 284, 453, 6760937, 78,
13:17:06:6, 285, 406, 7359641, 78,
13:17:06:6, 286, 328, 4165644, 39,
13:17:06:6, 287, 198, 3040454, 39,
13:17:06:7, 288, 154, 2355968, 39,
13:17:06:7, 289, 162, 2216525, 39,
13:17:06:7, 290, 200, 3297789, 39,
13:17:06:7, 291, 145, 2228950, 39,
13:17:06:7, 292, 103, 1854185, 39,
13:17:06:7, 293, 115, 1864956, 39,
13:17:06:7, 294, 206, 2419551, 39,
13:17:06:7, 295, 159, 2539075, 39,
13:17:06:7, 296, 135, 2177719, 39,
13:17:06:7, 297, 161, 2470210, 39,
13:17:06:7, 298, 179, 2428422, 39,
13:17:06:8, 299, 117, 2016174, 39,
13:17:06:8, 300, 114, 2005932, 39,
13:17:06:8, 301, 126, 2130097, 39,
13:17:06:8, 302, 132, 2204199, 39,
13:17:06:8, 303, 229, 2795434, 39,
13:17:06:8, 304, 170, 2479020, 39,
13:17:06:8, 305, 128, 2227789, 39,
13:17:06:8, 306, 109, 2012229, 39,
13:17:06:8, 307, 142, 1949970, 39,
13:17:06:9, 308, 118, 2195472, 39,
13:17:06:9, 309, 144, 2316252, 39,
13:17:06:9, 310, 173, 2691140, 39,
13:17:06:9, 311, 126, 1980277, 39,
13:17:06:9, 312, 119, 2011731, 39,
13:17:06:9, 313, 125, 1975336, 39,
13:17:06:9, 314, 113, 2116402, 39,
13:17:06:9, 315, 110, 2028218, 39,
13:17:06:9, 316, 103, 2043938, 39,
13:17:06:9, 317, 112, 1944192, 39,
13:17:07:0, 318, 113, 1910283, 39,
13:17:07:0, 319, 142, 2021501, 39,
13:17:07:0, 320, 110, 2062680, 39,
13:17:07:0, 321, 110, 1937175, 39,
13:17:07:0, 322, 109, 1977601, 39,
13:17:07:0, 323, 121, 2024631, 39,
13:17:07:0, 324, 112, 2091770, 39,
13:17:07:0, 325, 120, 2192423, 39,
13:17:07:0, 326, 222, 2957218, 39,
13:17:07:0, 327, 210, 3437576, 39,
13:17:07:0, 328, 238, 3379907, 39,
13:17:07:1, 329, 291, 4591789, 39,
13:17:07:1, 330, 244, 4169286, 39,
13:17:07:1, 331, 184, 3321240, 39,
13:17:07:1, 332, 142, 2395872, 39,
13:17:07:1, 333, 150, 2184212, 39,
13:17:07:1, 334, 153, 2468494, 39,
13:17:07:1, 335, 101, 1950964, 39,
13:17:07:1, 336, 114, 1945531, 39,
13:17:07:1, 337, 145, 1910999, 39,
13:17:07:1, 338, 157, 2816464, 39,
13:17:07:2, 339, 156, 2199998, 39,
13:17:07:2, 340, 95, 1917924, 39,
13:17:07:2, 341, 126, 2043385, 39,
13:17:07:2, 342, 153, 2000438, 39,
13:17:07:2, 343, 142, 2241595, 39,
13:17:07:2, 344, 112, 2040063, 39,
13:17:07:2, 345, 111, 2166909, 39,
13:17:07:2, 346, 109, 2025278, 39,
13:17:07:2, 347, 111, 1911628, 39,
13:17:07:3, 348, 114, 2037430, 39,
13:17:07:3, 349, 104, 1930314, 39,
13:17:07:3, 350, 234, 2613048, 39,
13:17:07:3, 351, 155, 2570073, 39,
13:17:07:3, 352, 152, 2414286, 39,
13:17:07:3, 353, 194, 2326572, 39,
13:17:07:3, 354, 148, 2128658, 39,
13:17:07:3, 355, 135, 2076108, 39,
13:17:07:3, 356, 109, 1978827, 39,
13:17:07:3, 357, 115, 1918682, 39,
13:17:07:4, 358, 105, 1988815, 39,
13:17:07:4, 359, 161, 2231050, 39,
13:17:07:4, 360, 123, 2187484, 39,
13:17:07:4, 361, 98, 1904410, 39,
13:17:07:4, 362, 113, 1831879, 39,
13:17:07:4, 363, 98, 1879566, 39,
13:17:07:4, 364, 101, 1925804, 39,
13:17:07:4, 365, 109, 1958012, 39,
13:17:07:4, 366, 157, 2115393, 39,
13:17:07:4, 367, 141, 2273582, 39,
13:17:07:5, 368, 114, 1950140, 39,
13:17:07:5, 369, 156, 2658134, 39,
13:17:07:5, 370, 153, 2798387, 39,
13:17:07:5, 371, 405, 5745378, 78,
13:17:07:5, 372, 415, 6322631, 78,
13:17:07:5, 373, 326, 4870671, 39,
13:17:07:5, 374, 185, 2993340, 39,
13:17:07:5, 375, 157, 2693807, 39,
13:17:07:5, 376, 129, 2187923, 39,
13:17:07:5, 377, 181, 2728990, 39,
13:17:07:6, 378, 143, 1997311, 39,
13:17:07:6, 379, 101, 1905157, 39,
13:17:07:6, 380, 192, 2525118, 39,
13:17:07:6, 381, 123, 2154238, 39,
13:17:07:6, 382, 156, 2338417, 39,
13:17:07:6, 383, 118, 1965705, 39,
13:17:07:6, 384, 111, 1996442, 39,
13:17:07:6, 385, 136, 2210219, 39,
13:17:07:6, 386, 167, 2371387, 39,
13:17:07:6, 387, 131, 2316097, 39,
13:17:07:6, 388, 148, 2073655, 39,
13:17:07:7, 389, 174, 2371047, 39,
13:17:07:7, 390, 182, 2337354, 39,
13:17:07:7, 391, 146, 2240691, 39,
13:17:07:7, 392, 140, 2210710, 39,
13:17:07:7, 393, 195, 2833095, 39,
13:17:07:7, 394, 127, 2446410, 39,
13:17:07:7, 395, 110, 2011872, 39,
13:17:07:7, 396, 98, 1909872, 39,
13:17:07:7, 397, 148, 2211391, 39,
13:17:07:7, 398, 112, 2122912, 39,
13:17:07:8, 399, 118, 2252258, 39,
13:17:07:8, 400, 114, 1988880, 39,
13:17:07:8, 401, 115, 2005396, 39,
13:17:07:8, 402, 96, 1977298, 39,
13:17:07:8, 403, 97, 1823334, 39,
13:17:07:8, 404, 150, 2192293, 39,
13:17:07:8, 405, 204, 2483397, 39,
13:17:07:8, 406, 245, 2844923, 39,
13:17:07:8, 407, 132, 2173692, 39,
13:17:07:9, 408, 112, 1896282, 39,
13:17:07:9, 409, 107, 1914154, 39,
13:17:07:9, 410, 116, 2020429, 39,
13:17:07:9, 411, 126, 1927720, 39,
13:17:07:9, 412, 118, 2147863, 39,
13:17:07:9, 413, 150, 2152156, 39,
13:17:07:9, 414, 378, 3933358, 39,
13:17:07:9, 415, 468, 6257928, 78,
13:17:07:9, 416, 298, 4380719, 39,
13:17:07:9, 417, 285, 3765488, 39,
13:17:08:0, 418, 209, 3172157, 39,
13:17:08:0, 419, 111, 2008794, 39,
13:17:08:0, 420, 143, 2340451, 39,
13:17:08:0, 421, 120, 2145013, 39,
13:17:08:0, 422, 99, 1765125, 1,
13:17:08:0, 423, 146, 1947317, 39,
13:17:08:0, 424, 104, 1935222, 39,
13:17:08:0, 425, 101, 2001654, 39,
13:17:08:0, 426, 128, 1890325, 39,
13:17:08:0, 427, 125, 2149494, 39,
13:17:08:0, 428, 104, 1901955, 39,
13:17:08:1, 429, 106, 1993786, 39,
13:17:08:1, 430, 99, 1768542, 1,
13:17:08:1, 431, 100, 1988812, 39,
13:17:08:1, 432, 120, 1954034, 39,
13:17:08:1, 433, 128, 2129259, 39,
13:17:08:1, 434, 147, 2103907, 39,
13:17:08:1, 435, 162, 2415481, 39,
13:17:08:1, 436, 114, 2185723, 39,
13:17:08:1, 437, 122, 2129897, 39,
13:17:08:1, 438, 683, 2926802, 39,
13:17:08:2, 439, 596, 5026724, 78,
13:17:08:2, 440, 134, 2060805, 39,
13:17:08:2, 441, 141, 2014740, 39,
13:17:08:2, 442, 114, 1904244, 39,
13:17:08:2, 443, 97, 1913495, 39,
13:17:08:2, 444, 108, 1962856, 39,
13:17:08:2, 445, 118, 1928581, 39,
13:17:08:2, 446, 112, 2032553, 39,
13:17:08:2, 447, 106, 1924797, 39,
13:17:08:3, 448, 103, 1825745, 39,
13:17:08:3, 449, 175, 2076438, 39,
13:17:08:3, 450, 148, 2148890, 39,
13:17:08:3, 451, 127, 1933639, 39,
13:17:08:3, 452, 112, 1985642, 39,
13:17:08:3, 453, 107, 1865736, 39,
13:17:08:3, 454, 105, 1794241, 1,
13:17:08:3, 455, 112, 1916502, 39,
13:17:08:3, 456, 192, 2733133, 39,
13:17:08:3, 457, 336, 4191442, 39,
13:17:08:4, 458, 327, 5714766, 78,
13:17:08:4, 459, 319, 5204930, 39,
13:17:08:4, 460, 247, 4039015, 39,
13:17:08:4, 461, 142, 2475046, 39,
13:17:08:4, 462, 117, 2009837, 39,
13:17:08:4, 463, 157, 2248956, 39,
13:17:08:4, 464, 153, 2488055, 39,
13:17:08:4, 465, 120, 1939216, 39,
13:17:08:4, 466, 131, 2147383, 39,
13:17:08:4, 467, 143, 1972503, 39,
13:17:08:5, 468, 251, 2728790, 39,
13:17:08:5, 469, 231, 2572298, 39,
13:17:08:5, 470, 132, 2089897, 39,
13:17:08:5, 471, 121, 2029103, 39,
13:17:08:5, 472, 208, 3106490, 39,
13:17:08:5, 473, 127, 1823594, 39,
13:17:08:5, 474, 114, 2216238, 39,
13:17:08:5, 475, 190, 2112636, 39,
13:17:08:5, 476, 137, 2202344, 39,
13:17:08:5, 477, 128, 2353957, 39,
13:17:08:5, 478, 113, 1993691, 39,
13:17:08:6, 479, 109, 1795314, 1,
13:17:08:6, 480, 110, 1890393, 39,
13:17:08:6, 481, 129, 2009492, 39,
13:17:08:6, 482, 106, 1897923, 39,
13:17:08:6, 483, 123, 2071908, 39,
13:17:08:6, 484, 139, 2005130, 39,
13:17:08:6, 485, 127, 2150108, 39,
13:17:08:6, 486, 172, 2090516, 39,
13:17:08:6, 487, 191, 2642049, 39,
13:17:08:6, 488, 120, 1985723, 39,
13:17:08:7, 489, 115, 2089523, 39,
13:17:08:7, 490, 121, 2017453, 39,
13:17:08:7, 491, 126, 2014082, 39,
13:17:08:7, 492, 112, 1905206, 39,
13:17:08:7, 493, 107, 1884543, 39,
13:17:08:7, 494, 108, 1865294, 39,
13:17:08:7, 495, 118, 2054664, 39,
13:17:08:7, 496, 150, 2325206, 39,
13:17:08:7, 497, 123, 2006500, 39,
13:17:08:8, 498, 107, 1969267, 39,
13:17:08:8, 499, 168, 1947988, 39,
13:17:08:8, 500, 341, 4086129, 39,
13:17:08:8, 501, 336, 4909909, 39,
13:17:08:8, 502, 247, 4077781, 39,
13:17:08:8, 503, 377, 3612476, 39,
13:17:08:8, 504, 322, 4081281, 39,
13:17:08:8, 505, 375, 4974803, 39,
13:17:08:8, 506, 294, 3426851, 39,
13:17:08:8, 507, 129, 2537298, 39,
13:17:08:8, 508, 153, 2285940, 39,
13:17:08:9, 509, 199, 2518460, 39,
13:17:08:9, 510, 110, 1992004, 39,
13:17:08:9, 511, 110, 1903257, 39,
13:17:08:9, 512, 173, 2199343, 39,
13:17:08:9, 513, 109, 1812745, 39,
13:17:08:9, 514, 108, 1907614, 39,
13:17:08:9, 515, 102, 1909410, 39,
13:17:08:9, 516, 143, 2272642, 39,
13:17:08:9, 517, 140, 2217502, 39,
13:17:08:9, 518, 120, 2012963, 39,
13:17:09:0, 519, 190, 2544847, 39,
13:17:09:0, 520, 123, 2202604, 39,
13:17:09:0, 521, 138, 2514410, 39,
13:17:09:0, 522, 193, 3162743, 39,
13:17:09:0, 523, 118, 2251461, 39,
13:17:09:0, 524, 118, 2014568, 39,
13:17:09:0, 525, 345, 3602902, 39,
13:17:09:0, 526, 350, 4373580, 39,
13:17:09:0, 527, 129, 2045314, 39,
13:17:09:1, 528, 111, 1903306, 39,
13:17:09:1, 529, 140, 2205037, 39,
13:17:09:1, 530, 108, 1965229, 39,
13:17:09:1, 531, 118, 1958944, 39,
13:17:09:1, 532, 110, 1950656, 39,
13:17:09:1, 533, 134, 1995518, 39,
13:17:09:1, 534, 179, 2254762, 39,
13:17:09:1, 535, 167, 2265636, 39,
13:17:09:1, 536, 160, 2314655, 39,
13:17:09:1, 537, 148, 2369344, 39,
13:17:09:2, 538, 135, 2380561, 39,
13:17:09:2, 539, 114, 2123884, 39,
13:17:09:2, 540, 107, 1972808, 39,
13:17:09:2, 541, 104, 1938286, 39,
13:17:09:2, 542, 134, 2309370, 39,
13:17:09:2, 543, 192, 2273640, 39,
13:17:09:2, 544, 125, 2389472, 39,
13:17:09:2, 545, 382, 4183315, 39,
13:17:09:2, 546, 323, 5501262, 78,
13:17:09:2, 547, 281, 5305265, 39,
13:17:09:2, 548, 237, 3588867, 39,
13:17:09:3, 549, 123, 2272126, 39,
13:17:09:3, 550, 249, 2967431, 39,
13:17:09:3, 551, 178, 2584135, 39,
13:17:09:3, 552, 146, 2556987, 39,
13:17:09:3, 553, 173, 2589827, 39,
13:17:09:3, 554, 125, 2246479, 39,
13:17:09:3, 555, 165, 2525356, 39,
13:17:09:3, 556, 120, 1970355, 39,
13:17:09:3, 557, 106, 1838306, 39,
13:17:09:3, 558, 161, 2369502, 39,
13:17:09:4, 559, 204, 3179816, 39,
13:17:09:4, 560, 201, 3384953, 39,
13:17:09:4, 561, 125, 2291673, 39,
13:17:09:4, 562, 118, 1975833, 39,
13:17:09:4, 563, 99, 1856164, 39,
13:17:09:4, 564, 137, 2352598, 39,
13:17:09:4, 565, 143, 2182005, 39,
13:17:09:4, 566, 131, 2115846, 39,
13:17:09:4, 567, 106, 2038979, 39,
13:17:09:5, 568, 118, 1957577, 39,
13:17:09:5, 569, 152, 2334043, 39,
13:17:09:5, 570, 153, 2295287, 39,
13:17:09:5, 571, 142, 2256129, 39,
13:17:09:5, 572, 225, 2966276, 39,
13:17:09:5, 573, 118, 2146117, 39,
13:17:09:5, 574, 123, 2061331, 39,
13:17:09:5, 575, 117, 2005216, 39,
13:17:09:5, 576, 102, 1940305, 39,
13:17:09:5, 577, 131, 2365131, 39,
13:17:09:5, 578, 110, 2162735, 39,
13:17:09:6, 579, 145, 2314255, 39,
13:17:09:6, 580, 110, 2036430, 39,
13:17:09:6, 581, 116, 1993909, 39,
13:17:09:6, 582, 121, 2212330, 39,
13:17:09:6, 583, 109, 1940082, 39,
13:17:09:6, 584, 125, 2247441, 39,
13:17:09:6, 585, 106, 1924600, 39,
13:17:09:6, 586, 124, 2245275, 39,
13:17:09:6, 587, 331, 4235712, 39,
13:17:09:6, 588, 259, 4374537, 39,
13:17:09:7, 589, 250, 4103461, 39,
13:17:09:7, 590, 510, 8871755, 78,
13:17:09:7, 591, 363, 4821957, 39,
13:17:09:7, 592, 286, 4223582, 39,
13:17:09:7, 593, 225, 3352526, 39,
13:17:09:7, 594, 171, 2720109, 39,
13:17:09:7, 595, 111, 2078481, 39,
13:17:09:7, 596, 107, 1996984, 39,
13:17:09:7, 597, 195, 2391702, 39,
13:17:09:8, 598, 153, 2532593, 39,
13:17:09:8, 599, 153, 2352892, 39,
