21/06/11/ 13:17:03
Gain= 10dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:18:06:6, 6281, 121, 2248398, 39,
13:18:06:6, 6282, 150, 2261424, 39,
13:18:06:6, 6283, 165, 2526266, 39,
13:18:06:6, 6284, 116, 1963400, 39,
13:18:06:6, 6285, 193, 2622508, 39,
13:18:06:6, 6286, 168, 2387502, 39,
13:18:06:6, 6287, 174, 2266220, 39,
13:18:06:7, 6288, 132, 2289736, 39,
13:18:06:7, 6289, 136, 2132889, 39,
13:18:06:7, 6290, 129, 2002054, 39,
13:18:06:7, 6291, 103, 1945501, 39,
13:18:06:7, 6292, 714, 6199212, 78,
13:18:06:7, 6293, 183, 2901877, 39,
13:18:06:7, 6294, 106, 1800513, 39,
13:18:06:7, 6295, 112, 1868710, 39,
13:18:06:7, 6296, 165, 2330880, 39,
13:18:06:7, 6297, 127, 2087367, 39,
13:18:06:8, 6298, 110, 2077382, 39,
13:18:06:8, 6299, 117, 2266298, 39,
13:18:06:8, 6300, 475, 4726036, 39,
13:18:06:8, 6301, 1383, 17747567, 195,
13:18:06:8, 6302, 612, 5992255, 78,
13:18:06:8, 6303, 137, 2391407, 39,
13:18:06:8, 6304, 132, 2121557, 39,
13:18:06:8, 6305, 129, 2079414, 39,
13:18:06:8, 6306, 123, 2110354, 39,
13:18:06:8, 6307, 160, 2392029, 39,
13:18:06:8, 6308, 200, 3078959, 39,
13:18:06:9, 6309, 4922, 106348173, 1289,
13:18:06:9, 6310, 2407, 18764120, 234,
13:18:06:9, 6311, 323, 3763940, 39,
13:18:06:9, 6312, 142, 2251355, 39,
13:18:06:9, 6313, 109, 2119748, 39,
13:18:06:9, 6314, 146, 2329856, 39,
13:18:06:9, 6315, 137, 2195083, 39,
13:18:06:9, 6316, 118, 2219423, 39,
13:18:06:9, 6317, 142, 2334530, 39,
13:18:06:9, 6318, 133, 2361886, 39,
13:18:07:0, 6319, 161, 2461782, 39,
13:18:07:0, 6320, 131, 2446900, 39,
13:18:07:0, 6321, 2199, 24458552, 312,
13:18:07:0, 6322, 2029, 17929098, 234,
13:18:07:0, 6323, 232, 2928130, 39,
13:18:07:0, 6324, 181, 2578316, 39,
13:18:07:0, 6325, 225, 2880059, 39,
13:18:07:0, 6326, 178, 3018554, 39,
13:18:07:0, 6327, 204, 3149977, 39,
13:18:07:1, 6328, 157, 2872241, 39,
13:18:07:1, 6329, 123, 2422540, 39,
13:18:07:1, 6330, 159, 2420055, 39,
13:18:07:1, 6331, 132, 2412430, 39,
13:18:07:1, 6332, 131, 2371472, 39,
13:18:07:1, 6333, 130, 2238800, 39,
13:18:07:1, 6334, 126, 2118253, 39,
13:18:07:1, 6335, 134, 2423354, 39,
13:18:07:1, 6336, 150, 2524241, 39,
13:18:07:1, 6337, 149, 2523353, 39,
13:18:07:1, 6338, 145, 2548208, 39,
13:18:07:2, 6339, 230, 2889822, 39,
13:18:07:2, 6340, 176, 2936416, 39,
13:18:07:2, 6341, 131, 2267774, 39,
13:18:07:2, 6342, 135, 2355960, 39,
13:18:07:2, 6343, 144, 2359858, 39,
13:18:07:2, 6344, 134, 2271689, 39,
13:18:07:2, 6345, 197, 2815276, 39,
13:18:07:2, 6346, 129, 2347127, 39,
13:18:07:2, 6347, 140, 2213449, 39,
13:18:07:2, 6348, 159, 2597316, 39,
13:18:07:3, 6349, 135, 2277622, 39,
13:18:07:3, 6350, 137, 2279271, 39,
13:18:07:3, 6351, 134, 2132331, 39,
13:18:07:3, 6352, 121, 2164166, 39,
13:18:07:3, 6353, 120, 2073432, 39,
13:18:07:3, 6354, 143, 2366265, 39,
13:18:07:3, 6355, 219, 3032092, 39,
13:18:07:3, 6356, 132, 2332247, 39,
13:18:07:3, 6357, 318, 4552934, 39,
13:18:07:4, 6358, 176, 2922860, 39,
13:18:07:4, 6359, 139, 2329285, 39,
13:18:07:4, 6360, 140, 2290284, 39,
13:18:07:4, 6361, 143, 2474756, 39,
13:18:07:4, 6362, 135, 2368482, 39,
13:18:07:4, 6363, 135, 2199409, 39,
13:18:07:4, 6364, 150, 2343214, 39,
13:18:07:4, 6365, 150, 2157656, 39,
13:18:07:4, 6366, 126, 2149264, 39,
13:18:07:4, 6367, 108, 2074698, 39,
13:18:07:5, 6368, 108, 2170065, 39,
13:18:07:5, 6369, 124, 2125316, 39,
13:18:07:5, 6370, 130, 2138308, 39,
13:18:07:5, 6371, 106, 2116756, 39,
13:18:07:5, 6372, 4930, 93086247, 1250,
13:18:07:5, 6373, 1882, 27844668, 312,
13:18:07:5, 6374, 1786, 22787433, 273,
13:18:07:5, 6375, 4637, 48196512, 664,
13:18:07:5, 6376, 4915, 85046121, 1055,
13:18:07:5, 6377, 4655, 58418510, 703,
13:18:07:6, 6378, 876, 9960073, 117,
13:18:07:6, 6379, 2380, 26787296, 352,
13:18:07:6, 6380, 1186, 14190157, 156,
13:18:07:6, 6381, 414, 6202430, 78,
13:18:07:6, 6382, 4932, 115201762, 1641,
13:18:07:6, 6383, 4920, 138607934, 1602,
13:18:07:6, 6384, 4930, 173428401, 1914,
13:18:07:6, 6385, 4865, 117209369, 1328,
13:18:07:6, 6386, 3326, 27020459, 352,
13:18:07:6, 6387, 908, 10481084, 117,
13:18:07:7, 6388, 347, 4600967, 39,
13:18:07:7, 6389, 284, 3365371, 39,
13:18:07:7, 6390, 681, 6115538, 78,
13:18:07:7, 6391, 474, 6751245, 78,
13:18:07:7, 6392, 160, 3073510, 39,
13:18:07:7, 6393, 272, 4580250, 39,
13:18:07:7, 6394, 787, 8651139, 117,
13:18:07:7, 6395, 188, 2561847, 39,
13:18:07:7, 6396, 142, 2104823, 39,
13:18:07:7, 6397, 197, 2348754, 39,
13:18:07:8, 6398, 181, 2772277, 39,
13:18:07:8, 6399, 212, 2866097, 39,
13:18:07:8, 6400, 158, 2420487, 39,
13:18:07:8, 6401, 139, 2162616, 39,
13:18:07:8, 6402, 142, 2247147, 39,
13:18:07:8, 6403, 120, 2032600, 39,
13:18:07:8, 6404, 122, 2202814, 39,
13:18:07:8, 6405, 295, 4391510, 39,
13:18:07:8, 6406, 308, 3864113, 39,
13:18:07:8, 6407, 190, 3282551, 39,
13:18:07:9, 6408, 154, 2356293, 39,
13:18:07:9, 6409, 179, 2704826, 39,
13:18:07:9, 6410, 113, 2097918, 39,
13:18:07:9, 6411, 134, 2254050, 39,
13:18:07:9, 6412, 118, 2208673, 39,
13:18:07:9, 6413, 149, 2013850, 39,
13:18:07:9, 6414, 109, 2023739, 39,
13:18:07:9, 6415, 99, 1928586, 39,
13:18:07:9, 6416, 103, 1934537, 39,
13:18:07:9, 6417, 184, 2537395, 39,
13:18:08:0, 6418, 245, 3323317, 39,
13:18:08:0, 6419, 216, 3069710, 39,
13:18:08:0, 6420, 126, 2267131, 39,
13:18:08:0, 6421, 178, 3007642, 39,
13:18:08:0, 6422, 147, 2431540, 39,
13:18:08:0, 6423, 133, 2195665, 39,
13:18:08:0, 6424, 115, 2091732, 39,
13:18:08:0, 6425, 167, 2927588, 39,
13:18:08:0, 6426, 154, 2523762, 39,
13:18:08:0, 6427, 118, 2148189, 39,
13:18:08:1, 6428, 109, 2074522, 39,
13:18:08:1, 6429, 103, 2070149, 39,
13:18:08:1, 6430, 287, 3633737, 39,
13:18:08:1, 6431, 287, 4167551, 39,
13:18:08:1, 6432, 267, 3291720, 39,
13:18:08:1, 6433, 101, 2067107, 39,
13:18:08:1, 6434, 376, 3911766, 39,
13:18:08:1, 6435, 259, 3751228, 39,
13:18:08:1, 6436, 219, 3469768, 39,
13:18:08:1, 6437, 228, 2940605, 39,
13:18:08:2, 6438, 131, 2230465, 39,
13:18:08:2, 6439, 110, 2161337, 39,
13:18:08:2, 6440, 111, 1881854, 39,
13:18:08:2, 6441, 113, 2055347, 39,
13:18:08:2, 6442, 132, 2134475, 39,
13:18:08:2, 6443, 222, 2505178, 39,
13:18:08:2, 6444, 179, 2228983, 39,
13:18:08:2, 6445, 113, 2019451, 39,
13:18:08:2, 6446, 108, 1961248, 39,
13:18:08:2, 6447, 109, 1903457, 39,
13:18:08:3, 6448, 186, 2597903, 39,
13:18:08:3, 6449, 151, 2327777, 39,
13:18:08:3, 6450, 117, 2028080, 39,
13:18:08:3, 6451, 105, 2122165, 39,
13:18:08:3, 6452, 120, 2016404, 39,
13:18:08:3, 6453, 122, 2054172, 39,
13:18:08:3, 6454, 124, 2141283, 39,
13:18:08:3, 6455, 206, 2546960, 39,
13:18:08:3, 6456, 120, 2009754, 39,
13:18:08:3, 6457, 106, 1949781, 39,
13:18:08:4, 6458, 114, 2032997, 39,
13:18:08:4, 6459, 109, 1863967, 39,
13:18:08:4, 6460, 101, 1772263, 1,
13:18:08:4, 6461, 143, 2047811, 39,
13:18:08:4, 6462, 164, 2584407, 39,
13:18:08:4, 6463, 107, 2088709, 39,
13:18:08:4, 6464, 119, 2107238, 39,
13:18:08:4, 6465, 120, 2206224, 39,
13:18:08:4, 6466, 156, 2644633, 39,
13:18:08:4, 6467, 156, 2252729, 39,
13:18:08:4, 6468, 123, 2168079, 39,
13:18:08:5, 6469, 159, 2612392, 39,
13:18:08:5, 6470, 115, 2249756, 39,
13:18:08:5, 6471, 123, 2024530, 39,
13:18:08:5, 6472, 102, 2059345, 39,
13:18:08:5, 6473, 169, 2245039, 39,
13:18:08:5, 6474, 133, 2290235, 39,
13:18:08:5, 6475, 173, 2380464, 39,
13:18:08:5, 6476, 143, 2352264, 39,
13:18:08:5, 6477, 510, 3504532, 39,
13:18:08:5, 6478, 323, 5019624, 39,
13:18:08:6, 6479, 190, 2988907, 39,
13:18:08:6, 6480, 125, 2252135, 39,
13:18:08:6, 6481, 113, 1926494, 39,
13:18:08:6, 6482, 126, 1919813, 39,
13:18:08:6, 6483, 121, 1873903, 39,
13:18:08:6, 6484, 176, 2534400, 39,
13:18:08:6, 6485, 129, 2214862, 39,
13:18:08:6, 6486, 155, 2348086, 39,
13:18:08:6, 6487, 186, 3021636, 39,
13:18:08:6, 6488, 125, 2282689, 39,
13:18:08:7, 6489, 109, 1904860, 39,
13:18:08:7, 6490, 151, 2368540, 39,
13:18:08:7, 6491, 107, 1918426, 39,
13:18:08:7, 6492, 121, 1979239, 39,
13:18:08:7, 6493, 148, 2311356, 39,
13:18:08:7, 6494, 108, 2062605, 39,
13:18:08:7, 6495, 124, 1971166, 39,
13:18:08:7, 6496, 122, 2062425, 39,
13:18:08:7, 6497, 107, 1981685, 39,
13:18:08:7, 6498, 129, 2126924, 39,
13:18:08:8, 6499, 132, 2228342, 39,
13:18:08:8, 6500, 117, 2136233, 39,
13:18:08:8, 6501, 141, 2163115, 39,
13:18:08:8, 6502, 111, 1880368, 39,
13:18:08:8, 6503, 109, 1883143, 39,
13:18:08:8, 6504, 98, 1865457, 39,
13:18:08:8, 6505, 170, 2441390, 39,
13:18:08:8, 6506, 111, 1908783, 39,
13:18:08:8, 6507, 159, 2264811, 39,
13:18:08:9, 6508, 253, 3606601, 39,
13:18:08:9, 6509, 143, 2259138, 39,
13:18:08:9, 6510, 101, 1840053, 39,
13:18:08:9, 6511, 118, 2053466, 39,
13:18:08:9, 6512, 121, 2246758, 39,
13:18:08:9, 6513, 106, 2081468, 39,
13:18:08:9, 6514, 136, 1969467, 39,
13:18:08:9, 6515, 155, 2137436, 39,
13:18:08:9, 6516, 251, 3554553, 39,
13:18:08:9, 6517, 240, 3919021, 39,
13:18:08:9, 6518, 195, 2591306, 39,
13:18:09:0, 6519, 152, 2165727, 39,
13:18:09:0, 6520, 202, 2929865, 39,
13:18:09:0, 6521, 360, 5012384, 39,
13:18:09:0, 6522, 150, 2770785, 39,
13:18:09:0, 6523, 155, 2565269, 39,
13:18:09:0, 6524, 171, 2428944, 39,
13:18:09:0, 6525, 119, 2043951, 39,
13:18:09:0, 6526, 116, 2008073, 39,
13:18:09:0, 6527, 115, 2112082, 39,
13:18:09:1, 6528, 97, 1902615, 39,
13:18:09:1, 6529, 117, 1876393, 39,
13:18:09:1, 6530, 117, 1987243, 39,
13:18:09:1, 6531, 125, 2179252, 39,
13:18:09:1, 6532, 162, 2410259, 39,
13:18:09:1, 6533, 109, 2165658, 39,
13:18:09:1, 6534, 122, 1923265, 39,
13:18:09:1, 6535, 139, 2240011, 39,
13:18:09:1, 6536, 153, 2485766, 39,
13:18:09:1, 6537, 118, 2164970, 39,
13:18:09:2, 6538, 123, 2046149, 39,
13:18:09:2, 6539, 99, 1929785, 39,
13:18:09:2, 6540, 93, 1819812, 1,
13:18:09:2, 6541, 123, 1971932, 39,
13:18:09:2, 6542, 118, 1874297, 39,
13:18:09:2, 6543, 108, 1892503, 39,
13:18:09:2, 6544, 108, 1919516, 39,
13:18:09:2, 6545, 96, 1848313, 39,
13:18:09:2, 6546, 100, 1881107, 39,
13:18:09:2, 6547, 103, 1808721, 39,
13:18:09:3, 6548, 115, 1911345, 39,
13:18:09:3, 6549, 99, 1888589, 39,
13:18:09:3, 6550, 121, 1872603, 39,
13:18:09:3, 6551, 118, 1777271, 1,
13:18:09:3, 6552, 129, 2053231, 39,
13:18:09:3, 6553, 134, 2279273, 39,
13:18:09:3, 6554, 112, 1940374, 39,
13:18:09:3, 6555, 217, 3268432, 39,
13:18:09:3, 6556, 155, 2666901, 39,
13:18:09:3, 6557, 126, 2151583, 39,
13:18:09:3, 6558, 109, 1903326, 39,
13:18:09:4, 6559, 217, 2778860, 39,
13:18:09:4, 6560, 281, 3559965, 39,
13:18:09:4, 6561, 164, 2172836, 39,
13:18:09:4, 6562, 141, 2185591, 39,
13:18:09:4, 6563, 129, 2180207, 39,
13:18:09:4, 6564, 381, 4367601, 39,
13:18:09:4, 6565, 157, 2909039, 39,
13:18:09:4, 6566, 183, 2597492, 39,
13:18:09:4, 6567, 114, 2067309, 39,
13:18:09:4, 6568, 142, 2454608, 39,
13:18:09:5, 6569, 121, 2113334, 39,
13:18:09:5, 6570, 255, 2852700, 39,
13:18:09:5, 6571, 109, 2038043, 39,
13:18:09:5, 6572, 101, 1978931, 39,
13:18:09:5, 6573, 146, 1852320, 39,
13:18:09:5, 6574, 109, 1937971, 39,
13:18:09:5, 6575, 246, 2204300, 39,
13:18:09:5, 6576, 309, 3109291, 39,
13:18:09:5, 6577, 129, 2311555, 39,
13:18:09:6, 6578, 143, 2266887, 39,
13:18:09:6, 6579, 104, 1932978, 39,
13:18:09:6, 6580, 106, 1909846, 39,
13:18:09:6, 6581, 153, 2305406, 39,
13:18:09:6, 6582, 131, 2199723, 39,
13:18:09:6, 6583, 124, 2059432, 39,
13:18:09:6, 6584, 102, 1913015, 39,
13:18:09:6, 6585, 101, 1831969, 39,
13:18:09:6, 6586, 113, 1886835, 39,
13:18:09:6, 6587, 112, 1818780, 39,
13:18:09:7, 6588, 119, 2033526, 39,
13:18:09:7, 6589, 123, 1870992, 39,
13:18:09:7, 6590, 98, 1901185, 39,
13:18:09:7, 6591, 109, 1807301, 1,
13:18:09:7, 6592, 136, 2050192, 39,
13:18:09:7, 6593, 109, 1919364, 39,
13:18:09:7, 6594, 111, 1869771, 39,
13:18:09:7, 6595, 106, 1829012, 39,
13:18:09:7, 6596, 150, 2779269, 39,
13:18:09:7, 6597, 156, 2569480, 39,
13:18:09:7, 6598, 246, 3382104, 39,
13:18:09:8, 6599, 298, 5462266, 78,
13:18:09:8, 6600, 183, 3517260, 39,
13:18:09:8, 6601, 117, 2110836, 39,
13:18:09:8, 6602, 125, 2211972, 39,
13:18:09:8, 6603, 232, 3357318, 39,
13:18:09:8, 6604, 167, 3011140, 39,
13:18:09:8, 6605, 132, 2322426, 39,
13:18:09:8, 6606, 134, 2038142, 39,
13:18:09:8, 6607, 291, 2714119, 39,
13:18:09:8, 6608, 208, 4066339, 39,
13:18:09:9, 6609, 242, 2923242, 39,
13:18:09:9, 6610, 187, 3163565, 39,
13:18:09:9, 6611, 214, 2707414, 39,
13:18:09:9, 6612, 111, 1869246, 39,
13:18:09:9, 6613, 98, 1869683, 39,
13:18:09:9, 6614, 115, 1756862, 1,
13:18:09:9, 6615, 104, 1827663, 39,
13:18:09:9, 6616, 87, 1785091, 1,
13:18:09:9, 6617, 98, 1869698, 39,
13:18:10:0, 6618, 111, 1907237, 39,
13:18:10:0, 6619, 130, 2269815, 39,
13:18:10:0, 6620, 99, 1893048, 39,
13:18:10:0, 6621, 128, 2058819, 39,
13:18:10:0, 6622, 181, 2602006, 39,
13:18:10:0, 6623, 184, 2515662, 39,
13:18:10:0, 6624, 179, 2708104, 39,
13:18:10:0, 6625, 217, 2642475, 39,
13:18:10:0, 6626, 121, 1930651, 39,
13:18:10:0, 6627, 106, 1895281, 39,
13:18:10:1, 6628, 138, 2041133, 39,
13:18:10:1, 6629, 129, 1896870, 39,
13:18:10:1, 6630, 110, 1944928, 39,
13:18:10:1, 6631, 110, 1969302, 39,
13:18:10:1, 6632, 121, 2002400, 39,
13:18:10:1, 6633, 117, 1972186, 39,
13:18:10:1, 6634, 120, 2125382, 39,
13:18:10:1, 6635, 99, 1947396, 39,
13:18:10:1, 6636, 114, 1912497, 39,
13:18:10:1, 6637, 109, 1886915, 39,
13:18:10:2, 6638, 127, 1949964, 39,
13:18:10:2, 6639, 173, 2932535, 39,
13:18:10:2, 6640, 123, 2212273, 39,
13:18:10:2, 6641, 556, 5352717, 78,
13:18:10:2, 6642, 408, 4914061, 78,
13:18:10:2, 6643, 175, 2824388, 39,
13:18:10:2, 6644, 189, 2945355, 39,
13:18:10:2, 6645, 117, 2003604, 39,
13:18:10:2, 6646, 135, 2028830, 39,
13:18:10:2, 6647, 169, 2277823, 39,
13:18:10:2, 6648, 170, 2581493, 39,
13:18:10:3, 6649, 117, 2177110, 39,
13:18:10:3, 6650, 107, 1938758, 39,
13:18:10:3, 6651, 152, 2073186, 39,
13:18:10:3, 6652, 393, 3684373, 39,
13:18:10:3, 6653, 282, 3907889, 39,
13:18:10:3, 6654, 306, 4155536, 39,
13:18:10:3, 6655, 389, 3821466, 39,
13:18:10:3, 6656, 112, 2032246, 39,
13:18:10:3, 6657, 111, 1915588, 39,
13:18:10:3, 6658, 127, 1819172, 39,
13:18:10:4, 6659, 119, 2123137, 39,
13:18:10:4, 6660, 129, 2150058, 39,
13:18:10:4, 6661, 113, 2007412, 39,
13:18:10:4, 6662, 272, 2805625, 39,
13:18:10:4, 6663, 463, 5144338, 78,
13:18:10:4, 6664, 264, 2940324, 39,
13:18:10:4, 6665, 146, 2290192, 39,
13:18:10:4, 6666, 156, 2294330, 39,
13:18:10:4, 6667, 111, 1986554, 39,
13:18:10:5, 6668, 139, 2010646, 39,
13:18:10:5, 6669, 102, 1906971, 39,
13:18:10:5, 6670, 118, 1983417, 39,
13:18:10:5, 6671, 109, 1893553, 39,
13:18:10:5, 6672, 223, 2307322, 39,
13:18:10:5, 6673, 154, 2234501, 39,
13:18:10:5, 6674, 229, 2877602, 39,
13:18:10:5, 6675, 166, 2405730, 39,
13:18:10:5, 6676, 114, 2024695, 39,
13:18:10:5, 6677, 101, 1899091, 39,
13:18:10:6, 6678, 102, 1934375, 39,
13:18:10:6, 6679, 111, 1879205, 39,
13:18:10:6, 6680, 98, 1906262, 39,
13:18:10:6, 6681, 152, 2142484, 39,
13:18:10:6, 6682, 163, 2623261, 39,
13:18:10:6, 6683, 154, 2601294, 39,
13:18:10:6, 6684, 398, 6225098, 78,
13:18:10:6, 6685, 384, 7484975, 78,
13:18:10:6, 6686, 373, 5519004, 78,
13:18:10:6, 6687, 263, 3616450, 39,
13:18:10:7, 6688, 322, 4140130, 39,
13:18:10:7, 6689, 211, 2971858, 39,
13:18:10:7, 6690, 121, 2029368, 39,
13:18:10:7, 6691, 188, 2253098, 39,
13:18:10:7, 6692, 214, 3636442, 39,
13:18:10:7, 6693, 129, 2367447, 39,
13:18:10:7, 6694, 120, 2127578, 39,
13:18:10:7, 6695, 107, 1929867, 39,
13:18:10:7, 6696, 256, 4294489, 39,
13:18:10:7, 6697, 262, 3717469, 39,
13:18:10:7, 6698, 176, 2921981, 39,
13:18:10:8, 6699, 189, 2780851, 39,
13:18:10:8, 6700, 98, 1927141, 39,
13:18:10:8, 6701, 135, 2247332, 39,
13:18:10:8, 6702, 143, 2187010, 39,
13:18:10:8, 6703, 118, 2027171, 39,
13:18:10:8, 6704, 108, 2019189, 39,
13:18:10:8, 6705, 156, 2203495, 39,
13:18:10:8, 6706, 110, 2151433, 39,
13:18:10:8, 6707, 116, 2157445, 39,
13:18:10:9, 6708, 120, 1955888, 39,
13:18:10:9, 6709, 165, 2414022, 39,
13:18:10:9, 6710, 129, 2286971, 39,
13:18:10:9, 6711, 122, 2309943, 39,
13:18:10:9, 6712, 166, 2824153, 39,
13:18:10:9, 6713, 180, 2400770, 39,
13:18:10:9, 6714, 131, 2199453, 39,
13:18:10:9, 6715, 134, 2273338, 39,
13:18:10:9, 6716, 108, 2092757, 39,
13:18:10:9, 6717, 124, 2039566, 39,
13:18:11:0, 6718, 118, 1978129, 39,
13:18:11:0, 6719, 115, 1922639, 39,
13:18:11:0, 6720, 125, 1912285, 39,
13:18:11:0, 6721, 112, 1959394, 39,
13:18:11:0, 6722, 117, 2008830, 39,
13:18:11:0, 6723, 121, 1922897, 39,
13:18:11:0, 6724, 114, 2325759, 39,
13:18:11:0, 6725, 174, 2549967, 39,
13:18:11:0, 6726, 197, 3367102, 39,
13:18:11:0, 6727, 300, 4248124, 39,
13:18:11:0, 6728, 209, 2875377, 39,
13:18:11:1, 6729, 235, 3479701, 39,
13:18:11:1, 6730, 120, 2266393, 39,
13:18:11:1, 6731, 225, 3520750, 39,
13:18:11:1, 6732, 172, 2437121, 39,
13:18:11:1, 6733, 138, 2580472, 39,
13:18:11:1, 6734, 203, 2982191, 39,
13:18:11:1, 6735, 188, 2826205, 39,
13:18:11:1, 6736, 153, 2254030, 39,
13:18:11:1, 6737, 259, 3264111, 39,
13:18:11:1, 6738, 292, 4049389, 39,
13:18:11:2, 6739, 157, 2776177, 39,
13:18:11:2, 6740, 190, 2899780, 39,
13:18:11:2, 6741, 137, 2122279, 39,
13:18:11:2, 6742, 124, 2271927, 39,
13:18:11:2, 6743, 113, 1881545, 39,
13:18:11:2, 6744, 139, 2037942, 39,
13:18:11:2, 6745, 104, 1925555, 39,
13:18:11:2, 6746, 106, 2180431, 39,
13:18:11:2, 6747, 128, 2093206, 39,
13:18:11:3, 6748, 132, 2183157, 39,
13:18:11:3, 6749, 195, 2542795, 39,
13:18:11:3, 6750, 126, 2105026, 39,
13:18:11:3, 6751, 158, 2396073, 39,
13:18:11:3, 6752, 123, 2067536, 39,
13:18:11:3, 6753, 142, 2056142, 39,
13:18:11:3, 6754, 121, 2030698, 39,
13:18:11:3, 6755, 172, 2308744, 39,
13:18:11:3, 6756, 197, 2488465, 39,
13:18:11:3, 6757, 208, 2827220, 39,
13:18:11:4, 6758, 123, 2147697, 39,
13:18:11:4, 6759, 127, 2098142, 39,
13:18:11:4, 6760, 115, 2042565, 39,
13:18:11:4, 6761, 172, 2068427, 39,
13:18:11:4, 6762, 128, 2017573, 39,
13:18:11:4, 6763, 135, 2080041, 39,
13:18:11:4, 6764, 131, 2591667, 39,
13:18:11:4, 6765, 119, 2321875, 39,
13:18:11:4, 6766, 232, 3599968, 39,
13:18:11:4, 6767, 264, 4168223, 39,
13:18:11:4, 6768, 179, 3125100, 39,
13:18:11:5, 6769, 145, 2209101, 39,
13:18:11:5, 6770, 189, 2717277, 39,
13:18:11:5, 6771, 156, 2481341, 39,
13:18:11:5, 6772, 187, 2847358, 39,
13:18:11:5, 6773, 231, 3598153, 39,
13:18:11:5, 6774, 276, 3515766, 39,
13:18:11:5, 6775, 294, 3466509, 39,
13:18:11:5, 6776, 108, 2093770, 39,
13:18:11:5, 6777, 118, 2053646, 39,
13:18:11:5, 6778, 132, 2131368, 39,
13:18:11:6, 6779, 239, 3186576, 39,
13:18:11:6, 6780, 199, 2739492, 39,
13:18:11:6, 6781, 236, 3125770, 39,
13:18:11:6, 6782, 177, 2524793, 39,
13:18:11:6, 6783, 109, 2017276, 39,
13:18:11:6, 6784, 119, 2071785, 39,
13:18:11:6, 6785, 158, 2324525, 39,
13:18:11:6, 6786, 155, 2111629, 39,
13:18:11:6, 6787, 173, 2719738, 39,
13:18:11:6, 6788, 213, 2653253, 39,
13:18:11:7, 6789, 119, 2271343, 39,
13:18:11:7, 6790, 135, 2052186, 39,
13:18:11:7, 6791, 119, 2134367, 39,
13:18:11:7, 6792, 134, 2530714, 39,
13:18:11:7, 6793, 150, 2422940, 39,
13:18:11:7, 6794, 162, 2703564, 39,
13:18:11:7, 6795, 134, 2134747, 39,
13:18:11:7, 6796, 123, 2139486, 39,
13:18:11:7, 6797, 105, 2108556, 39,
13:18:11:7, 6798, 162, 2454625, 39,
13:18:11:8, 6799, 113, 2179487, 39,
13:18:11:8, 6800, 114, 2116081, 39,
13:18:11:8, 6801, 115, 1996856, 39,
13:18:11:8, 6802, 124, 2133227, 39,
13:18:11:8, 6803, 129, 2184686, 39,
13:18:11:8, 6804, 112, 1986995, 39,
13:18:11:8, 6805, 130, 2048928, 39,
13:18:11:8, 6806, 113, 2033194, 39,
13:18:11:8, 6807, 277, 3316781, 39,
13:18:11:9, 6808, 293, 3744015, 39,
13:18:11:9, 6809, 281, 3890332, 39,
13:18:11:9, 6810, 168, 2587536, 39,
13:18:11:9, 6811, 165, 2460155, 39,
13:18:11:9, 6812, 354, 3445532, 39,
13:18:11:9, 6813, 266, 3229237, 39,
13:18:11:9, 6814, 283, 3077917, 39,
13:18:11:9, 6815, 318, 4053635, 39,
13:18:11:9, 6816, 269, 3952437, 39,
13:18:11:9, 6817, 212, 3271595, 39,
13:18:12:0, 6818, 124, 2158353, 39,
13:18:12:0, 6819, 122, 2139227, 39,
13:18:12:0, 6820, 350, 2367192, 39,
13:18:12:0, 6821, 245, 3640218, 39,
13:18:12:0, 6822, 236, 4118260, 39,
13:18:12:0, 6823, 163, 2553301, 39,
13:18:12:0, 6824, 128, 2146597, 39,
13:18:12:0, 6825, 121, 2302053, 39,
13:18:12:0, 6826, 134, 2218525, 39,
13:18:12:0, 6827, 181, 2762368, 39,
13:18:12:1, 6828, 138, 2315636, 39,
13:18:12:1, 6829, 188, 2566641, 39,
13:18:12:1, 6830, 149, 2343387, 39,
13:18:12:1, 6831, 129, 2221911, 39,
13:18:12:1, 6832, 126, 2112017, 39,
13:18:12:1, 6833, 146, 2268948, 39,
13:18:12:1, 6834, 256, 2818839, 39,
13:18:12:1, 6835, 198, 2558266, 39,
13:18:12:1, 6836, 136, 2332491, 39,
13:18:12:1, 6837, 142, 2393546, 39,
13:18:12:1, 6838, 280, 3003141, 39,
13:18:12:2, 6839, 145, 2694074, 39,
13:18:12:2, 6840, 118, 2195284, 39,
13:18:12:2, 6841, 159, 2451110, 39,
13:18:12:2, 6842, 141, 2290143, 39,
13:18:12:2, 6843, 256, 3438546, 39,
13:18:12:2, 6844, 225, 3118495, 39,
13:18:12:2, 6845, 168, 2420798, 39,
13:18:12:2, 6846, 129, 2432642, 39,
13:18:12:2, 6847, 188, 3006362, 39,
13:18:12:2, 6848, 187, 3302240, 39,
13:18:12:3, 6849, 285, 4003006, 39,
13:18:12:3, 6850, 297, 3976523, 39,
13:18:12:3, 6851, 247, 3567181, 39,
13:18:12:3, 6852, 152, 2509473, 39,
13:18:12:3, 6853, 171, 2594110, 39,
13:18:12:3, 6854, 139, 2340503, 39,
13:18:12:3, 6855, 270, 3660625, 39,
13:18:12:3, 6856, 287, 3968370, 39,
13:18:12:3, 6857, 128, 2403932, 39,
13:18:12:4, 6858, 164, 2493555, 39,
13:18:12:4, 6859, 152, 2549265, 39,
