21/06/11/ 13:11:40
Gain= 10dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:12:44:1, 6343, 124, 2135601, 39,
13:12:44:1, 6344, 145, 2373129, 39,
13:12:44:1, 6345, 100, 1975949, 39,
13:12:44:2, 6346, 102, 1947739, 39,
13:12:44:2, 6347, 103, 1868460, 39,
13:12:44:2, 6348, 117, 2025775, 39,
13:12:44:2, 6349, 100, 1999615, 39,
13:12:44:2, 6350, 110, 1903862, 39,
13:12:44:2, 6351, 108, 1978506, 39,
13:12:44:2, 6352, 105, 1919696, 39,
13:12:44:2, 6353, 107, 1872069, 39,
13:12:44:2, 6354, 137, 2142775, 39,
13:12:44:2, 6355, 99, 1826623, 39,
13:12:44:3, 6356, 153, 2513294, 39,
13:12:44:3, 6357, 107, 2081826, 39,
13:12:44:3, 6358, 96, 1870074, 39,
13:12:44:3, 6359, 123, 1965100, 39,
13:12:44:3, 6360, 178, 2512254, 39,
13:12:44:3, 6361, 157, 2303137, 39,
13:12:44:3, 6362, 159, 2206496, 39,
13:12:44:3, 6363, 3003, 22912710, 352,
13:12:44:3, 6364, 655, 6800123, 78,
13:12:44:3, 6365, 144, 2549577, 39,
13:12:44:4, 6366, 130, 2158337, 39,
13:12:44:4, 6367, 189, 2518342, 39,
13:12:44:4, 6368, 170, 2317422, 39,
13:12:44:4, 6369, 145, 2458580, 39,
13:12:44:4, 6370, 136, 2336640, 39,
13:12:44:4, 6371, 170, 2383625, 39,
13:12:44:4, 6372, 135, 2323333, 39,
13:12:44:4, 6373, 121, 2329607, 39,
13:12:44:4, 6374, 158, 2422414, 39,
13:12:44:4, 6375, 139, 2235381, 39,
13:12:44:5, 6376, 123, 2244257, 39,
13:12:44:5, 6377, 122, 2263780, 39,
13:12:44:5, 6378, 148, 2366955, 39,
13:12:44:5, 6379, 132, 2384516, 39,
13:12:44:5, 6380, 150, 2517190, 39,
13:12:44:5, 6381, 151, 2391724, 39,
13:12:44:5, 6382, 156, 2447450, 39,
13:12:44:5, 6383, 126, 2183238, 39,
13:12:44:5, 6384, 158, 2367323, 39,
13:12:44:5, 6385, 216, 2784906, 39,
13:12:44:5, 6386, 135, 2450351, 39,
13:12:44:6, 6387, 118, 2314363, 39,
13:12:44:6, 6388, 121, 2339857, 39,
13:12:44:6, 6389, 233, 3267586, 39,
13:12:44:6, 6390, 421, 4182253, 39,
13:12:44:6, 6391, 135, 2441287, 39,
13:12:44:6, 6392, 125, 2183036, 39,
13:12:44:6, 6393, 109, 2119752, 39,
13:12:44:6, 6394, 1796, 12177239, 195,
13:12:44:6, 6395, 377, 4181177, 39,
13:12:44:6, 6396, 140, 2175207, 39,
13:12:44:7, 6397, 128, 2014163, 39,
13:12:44:7, 6398, 144, 2300303, 39,
13:12:44:7, 6399, 183, 2406188, 39,
13:12:44:7, 6400, 177, 2987616, 39,
13:12:44:7, 6401, 198, 2474644, 39,
13:12:44:7, 6402, 226, 2612270, 39,
13:12:44:7, 6403, 217, 3311584, 39,
13:12:44:7, 6404, 126, 2304570, 39,
13:12:44:7, 6405, 115, 2097459, 39,
13:12:44:8, 6406, 120, 2111050, 39,
13:12:44:8, 6407, 170, 2356663, 39,
13:12:44:8, 6408, 131, 2317698, 39,
13:12:44:8, 6409, 134, 2305928, 39,
13:12:44:8, 6410, 179, 2624957, 39,
13:12:44:8, 6411, 140, 2287543, 39,
13:12:44:8, 6412, 121, 2174558, 39,
13:12:44:8, 6413, 120, 2092305, 39,
13:12:44:8, 6414, 122, 2103342, 39,
13:12:44:8, 6415, 109, 2078033, 39,
13:12:44:9, 6416, 128, 2167112, 39,
13:12:44:9, 6417, 138, 2215251, 39,
13:12:44:9, 6418, 131, 2198228, 39,
13:12:44:9, 6419, 142, 2137062, 39,
13:12:44:9, 6420, 116, 2191606, 39,
13:12:44:9, 6421, 131, 2213611, 39,
13:12:44:9, 6422, 126, 2180248, 39,
13:12:44:9, 6423, 217, 2916038, 39,
13:12:44:9, 6424, 132, 1997320, 39,
13:12:44:9, 6425, 125, 2110330, 39,
13:12:44:9, 6426, 139, 1988022, 39,
13:12:45:0, 6427, 120, 2080829, 39,
13:12:45:0, 6428, 117, 2098979, 39,
13:12:45:0, 6429, 4948, 45847434, 1016,
13:12:45:0, 6430, 4958, 196584296, 2109,
13:12:45:0, 6431, 4655, 56010959, 664,
13:12:45:0, 6432, 4689, 38537450, 586,
13:12:45:0, 6433, 4699, 63450240, 742,
13:12:45:0, 6434, 3223, 45195766, 508,
13:12:45:0, 6435, 1452, 13846404, 195,
13:12:45:1, 6436, 506, 5910336, 78,
13:12:45:1, 6437, 674, 6277506, 78,
13:12:45:1, 6438, 428, 6142006, 78,
13:12:45:1, 6439, 367, 5814441, 78,
13:12:45:1, 6440, 4908, 89531006, 1250,
13:12:45:1, 6441, 4941, 135142868, 1602,
13:12:45:1, 6442, 4908, 194126568, 2070,
13:12:45:1, 6443, 4406, 41909723, 547,
13:12:45:1, 6444, 852, 12681008, 156,
13:12:45:1, 6445, 323, 6150567, 78,
13:12:45:1, 6446, 259, 4043993, 39,
13:12:45:2, 6447, 217, 3855503, 39,
13:12:45:2, 6448, 565, 6616298, 78,
13:12:45:2, 6449, 442, 6242305, 78,
13:12:45:2, 6450, 137, 2458786, 39,
13:12:45:2, 6451, 200, 2832698, 39,
13:12:45:2, 6452, 494, 5175595, 78,
13:12:45:2, 6453, 204, 2633866, 39,
13:12:45:2, 6454, 110, 1843787, 39,
13:12:45:2, 6455, 142, 1937959, 39,
13:12:45:2, 6456, 146, 2484496, 39,
13:12:45:3, 6457, 134, 1939443, 39,
13:12:45:3, 6458, 109, 1958641, 39,
13:12:45:3, 6459, 112, 1911787, 39,
13:12:45:3, 6460, 137, 2239574, 39,
13:12:45:3, 6461, 126, 2123446, 39,
13:12:45:3, 6462, 219, 2574991, 39,
13:12:45:3, 6463, 195, 2963255, 39,
13:12:45:3, 6464, 116, 2131580, 39,
13:12:45:3, 6465, 107, 1918448, 39,
13:12:45:4, 6466, 122, 1930436, 39,
13:12:45:4, 6467, 112, 1925160, 39,
13:12:45:4, 6468, 107, 2024731, 39,
13:12:45:4, 6469, 120, 2156864, 39,
13:12:45:4, 6470, 125, 2229921, 39,
13:12:45:4, 6471, 114, 2132395, 39,
13:12:45:4, 6472, 102, 2034512, 39,
13:12:45:4, 6473, 102, 1821161, 39,
13:12:45:4, 6474, 87, 1785423, 1,
13:12:45:4, 6475, 194, 2417373, 39,
13:12:45:5, 6476, 146, 2415057, 39,
13:12:45:5, 6477, 138, 2195786, 39,
13:12:45:5, 6478, 99, 1831616, 39,
13:12:45:5, 6479, 103, 1955052, 39,
13:12:45:5, 6480, 178, 2227832, 39,
13:12:45:5, 6481, 110, 1974251, 39,
13:12:45:5, 6482, 388, 4958467, 78,
13:12:45:5, 6483, 602, 8050140, 78,
13:12:45:5, 6484, 319, 4772481, 39,
13:12:45:5, 6485, 311, 4176844, 39,
13:12:45:6, 6486, 178, 2584740, 39,
13:12:45:6, 6487, 120, 2031869, 39,
13:12:45:6, 6488, 131, 2284233, 39,
13:12:45:6, 6489, 170, 2207328, 39,
13:12:45:6, 6490, 138, 2289143, 39,
13:12:45:6, 6491, 147, 2144673, 39,
13:12:45:6, 6492, 110, 1867688, 39,
13:12:45:6, 6493, 153, 2091865, 39,
13:12:45:6, 6494, 130, 2127351, 39,
13:12:45:6, 6495, 117, 1939841, 39,
13:12:45:7, 6496, 142, 2111332, 39,
13:12:45:7, 6497, 123, 1920862, 39,
13:12:45:7, 6498, 123, 1922882, 39,
13:12:45:7, 6499, 103, 1909864, 39,
13:12:45:7, 6500, 125, 1997091, 39,
13:12:45:7, 6501, 123, 2038185, 39,
13:12:45:7, 6502, 110, 1857485, 39,
13:12:45:7, 6503, 170, 2079884, 39,
13:12:45:7, 6504, 115, 2180004, 39,
13:12:45:7, 6505, 114, 2131444, 39,
13:12:45:7, 6506, 106, 1891246, 39,
13:12:45:8, 6507, 115, 1968809, 39,
13:12:45:8, 6508, 118, 1931495, 39,
13:12:45:8, 6509, 117, 1902532, 39,
13:12:45:8, 6510, 133, 1982187, 39,
13:12:45:8, 6511, 106, 1893645, 39,
13:12:45:8, 6512, 179, 2493506, 39,
13:12:45:8, 6513, 129, 2041973, 39,
13:12:45:8, 6514, 146, 2024357, 39,
13:12:45:8, 6515, 111, 1827822, 39,
13:12:45:8, 6516, 103, 1933886, 39,
13:12:45:9, 6517, 89, 1935320, 39,
13:12:45:9, 6518, 284, 2589775, 39,
13:12:45:9, 6519, 208, 2752346, 39,
13:12:45:9, 6520, 133, 2139010, 39,
13:12:45:9, 6521, 101, 1932492, 39,
13:12:45:9, 6522, 112, 1896406, 39,
13:12:45:9, 6523, 111, 2099726, 39,
13:12:45:9, 6524, 189, 2445269, 39,
13:12:45:9, 6525, 174, 2747257, 39,
13:12:45:9, 6526, 417, 4176378, 39,
13:12:46:0, 6527, 479, 6958514, 78,
13:12:46:0, 6528, 252, 4012472, 39,
13:12:46:0, 6529, 197, 3105406, 39,
13:12:46:0, 6530, 168, 2708410, 39,
13:12:46:0, 6531, 162, 2330763, 39,
13:12:46:0, 6532, 93, 1778428, 1,
13:12:46:0, 6533, 101, 1771542, 1,
13:12:46:0, 6534, 186, 2121198, 39,
13:12:46:0, 6535, 128, 2200868, 39,
13:12:46:1, 6536, 123, 1889073, 39,
13:12:46:1, 6537, 170, 1958373, 39,
13:12:46:1, 6538, 117, 1907930, 39,
13:12:46:1, 6539, 113, 1953282, 39,
13:12:46:1, 6540, 99, 1879711, 39,
13:12:46:1, 6541, 143, 2119194, 39,
13:12:46:1, 6542, 163, 2694738, 39,
13:12:46:1, 6543, 109, 1926093, 39,
13:12:46:1, 6544, 100, 1868939, 39,
13:12:46:1, 6545, 166, 2206511, 39,
13:12:46:2, 6546, 114, 2002531, 39,
13:12:46:2, 6547, 142, 2137513, 39,
13:12:46:2, 6548, 169, 2445958, 39,
13:12:46:2, 6549, 137, 2235394, 39,
13:12:46:2, 6550, 106, 1958396, 39,
13:12:46:2, 6551, 152, 2071800, 39,
13:12:46:2, 6552, 146, 2321697, 39,
13:12:46:2, 6553, 115, 2083475, 39,
13:12:46:2, 6554, 108, 1957142, 39,
13:12:46:2, 6555, 109, 2079843, 39,
13:12:46:2, 6556, 104, 1927256, 39,
13:12:46:3, 6557, 117, 1887395, 39,
13:12:46:3, 6558, 113, 1928973, 39,
13:12:46:3, 6559, 140, 1888882, 39,
13:12:46:3, 6560, 118, 1986815, 39,
13:12:46:3, 6561, 99, 1795114, 1,
13:12:46:3, 6562, 106, 1845801, 39,
13:12:46:3, 6563, 113, 1776083, 1,
13:12:46:3, 6564, 106, 1776752, 1,
13:12:46:3, 6565, 98, 1764515, 1,
13:12:46:4, 6566, 172, 1951453, 39,
13:12:46:4, 6567, 201, 3004508, 39,
13:12:46:4, 6568, 219, 3732823, 39,
13:12:46:4, 6569, 377, 6171664, 78,
13:12:46:4, 6570, 326, 4359228, 39,
13:12:46:4, 6571, 236, 3536104, 39,
13:12:46:4, 6572, 148, 2324483, 39,
13:12:46:4, 6573, 123, 2063008, 39,
13:12:46:4, 6574, 140, 2479277, 39,
13:12:46:4, 6575, 243, 2669010, 39,
13:12:46:5, 6576, 195, 2271768, 39,
13:12:46:5, 6577, 107, 1877317, 39,
13:12:46:5, 6578, 117, 2026775, 39,
13:12:46:5, 6579, 137, 2032073, 39,
13:12:46:5, 6580, 95, 1793192, 1,
13:12:46:5, 6581, 103, 1853838, 39,
13:12:46:5, 6582, 104, 1794829, 1,
13:12:46:5, 6583, 109, 1854919, 39,
13:12:46:5, 6584, 115, 2182588, 39,
13:12:46:5, 6585, 116, 1846110, 39,
13:12:46:5, 6586, 136, 1881700, 39,
13:12:46:6, 6587, 110, 2040789, 39,
13:12:46:6, 6588, 107, 1877516, 39,
13:12:46:6, 6589, 107, 1958696, 39,
13:12:46:6, 6590, 99, 1843119, 39,
13:12:46:6, 6591, 118, 1842684, 39,
13:12:46:6, 6592, 114, 2040374, 39,
13:12:46:6, 6593, 115, 1863395, 39,
13:12:46:6, 6594, 146, 2041770, 39,
13:12:46:6, 6595, 99, 1810262, 1,
13:12:46:6, 6596, 154, 2204372, 39,
13:12:46:7, 6597, 118, 2199744, 39,
13:12:46:7, 6598, 140, 2285698, 39,
13:12:46:7, 6599, 96, 1848938, 39,
13:12:46:7, 6600, 114, 2016766, 39,
13:12:46:7, 6601, 289, 3572896, 39,
13:12:46:7, 6602, 148, 2521009, 39,
13:12:46:7, 6603, 123, 2125404, 39,
13:12:46:7, 6604, 134, 2122807, 39,
13:12:46:7, 6605, 105, 1869450, 39,
13:12:46:8, 6606, 103, 1847415, 39,
13:12:46:8, 6607, 100, 1748606, 1,
13:12:46:8, 6608, 97, 1791563, 1,
13:12:46:8, 6609, 136, 1930025, 39,
13:12:46:8, 6610, 172, 2745218, 39,
13:12:46:8, 6611, 312, 2468984, 39,
13:12:46:8, 6612, 325, 5376397, 39,
13:12:46:8, 6613, 216, 3365846, 39,
13:12:46:8, 6614, 190, 2695630, 39,
13:12:46:8, 6615, 141, 2346442, 39,
13:12:46:9, 6616, 132, 2116961, 39,
13:12:46:9, 6617, 112, 2032970, 39,
13:12:46:9, 6618, 142, 2168528, 39,
13:12:46:9, 6619, 113, 1840087, 39,
13:12:46:9, 6620, 99, 1752918, 1,
13:12:46:9, 6621, 98, 1685533, 1,
13:12:46:9, 6622, 115, 2023378, 39,
13:12:46:9, 6623, 103, 1816757, 39,
13:12:46:9, 6624, 98, 1888895, 39,
13:12:46:9, 6625, 137, 2004512, 39,
13:12:47:0, 6626, 101, 1879343, 39,
13:12:47:0, 6627, 90, 1780105, 1,
13:12:47:0, 6628, 104, 1836593, 39,
13:12:47:0, 6629, 104, 1860638, 39,
13:12:47:0, 6630, 112, 1818311, 39,
13:12:47:0, 6631, 144, 1937326, 39,
13:12:47:0, 6632, 114, 2050778, 39,
13:12:47:0, 6633, 106, 1910518, 39,
13:12:47:0, 6634, 160, 2157505, 39,
13:12:47:0, 6635, 122, 1825655, 39,
13:12:47:0, 6636, 156, 2094620, 39,
13:12:47:1, 6637, 107, 1918788, 39,
13:12:47:1, 6638, 105, 1785556, 1,
13:12:47:1, 6639, 109, 1962804, 39,
13:12:47:1, 6640, 105, 1920131, 39,
13:12:47:1, 6641, 110, 2000489, 39,
13:12:47:1, 6642, 101, 1798213, 1,
13:12:47:1, 6643, 115, 1960417, 39,
13:12:47:1, 6644, 107, 1907739, 39,
13:12:47:1, 6645, 123, 1909067, 39,
13:12:47:2, 6646, 99, 1830266, 39,
13:12:47:2, 6647, 110, 1952153, 39,
13:12:47:2, 6648, 126, 1967775, 39,
13:12:47:2, 6649, 107, 1706000, 1,
13:12:47:2, 6650, 117, 1819873, 39,
13:12:47:2, 6651, 90, 1747329, 1,
13:12:47:2, 6652, 129, 2007673, 39,
13:12:47:2, 6653, 120, 2059502, 39,
13:12:47:2, 6654, 295, 3623610, 39,
13:12:47:2, 6655, 332, 5192704, 39,
13:12:47:2, 6656, 312, 5229180, 39,
13:12:47:3, 6657, 351, 4517962, 39,
13:12:47:3, 6658, 257, 3323086, 39,
13:12:47:3, 6659, 157, 2122292, 39,
13:12:47:3, 6660, 136, 2103125, 39,
13:12:47:3, 6661, 134, 2147293, 39,
13:12:47:3, 6662, 253, 2989321, 39,
13:12:47:3, 6663, 114, 2035898, 39,
13:12:47:3, 6664, 104, 1700637, 1,
13:12:47:3, 6665, 135, 2174063, 39,
13:12:47:3, 6666, 171, 2217592, 39,
13:12:47:4, 6667, 121, 1850984, 39,
13:12:47:4, 6668, 95, 1718553, 1,
13:12:47:4, 6669, 98, 1771260, 1,
13:12:47:4, 6670, 99, 1726038, 1,
13:12:47:4, 6671, 128, 1831172, 39,
13:12:47:4, 6672, 96, 1694007, 1,
13:12:47:4, 6673, 154, 1983946, 39,
13:12:47:4, 6674, 112, 1872277, 39,
13:12:47:4, 6675, 126, 1849900, 39,
13:12:47:5, 6676, 107, 1875792, 39,
13:12:47:5, 6677, 106, 1877527, 39,
13:12:47:5, 6678, 103, 1822587, 39,
13:12:47:5, 6679, 139, 2090813, 39,
13:12:47:5, 6680, 107, 1842487, 39,
13:12:47:5, 6681, 138, 1962427, 39,
13:12:47:5, 6682, 157, 1891668, 39,
13:12:47:5, 6683, 152, 2138954, 39,
13:12:47:5, 6684, 194, 2161077, 39,
13:12:47:5, 6685, 105, 1996158, 39,
13:12:47:5, 6686, 107, 1993082, 39,
13:12:47:6, 6687, 124, 1969644, 39,
13:12:47:6, 6688, 107, 1935169, 39,
13:12:47:6, 6689, 100, 1897116, 39,
13:12:47:6, 6690, 112, 1897104, 39,
13:12:47:6, 6691, 130, 2095062, 39,
13:12:47:6, 6692, 125, 2250401, 39,
13:12:47:6, 6693, 121, 1984942, 39,
13:12:47:6, 6694, 159, 2405882, 39,
13:12:47:6, 6695, 101, 1799537, 1,
13:12:47:6, 6696, 124, 1953598, 39,
13:12:47:7, 6697, 248, 2780230, 39,
13:12:47:7, 6698, 281, 3456344, 39,
13:12:47:7, 6699, 185, 2990308, 39,
13:12:47:7, 6700, 244, 3343706, 39,
13:12:47:7, 6701, 264, 3975103, 39,
13:12:47:7, 6702, 310, 3483430, 39,
13:12:47:7, 6703, 169, 2787129, 39,
13:12:47:7, 6704, 171, 2590461, 39,
13:12:47:7, 6705, 124, 1934906, 39,
13:12:47:8, 6706, 128, 1964677, 39,
13:12:47:8, 6707, 108, 1937605, 39,
13:12:47:8, 6708, 159, 2120565, 39,
13:12:47:8, 6709, 118, 1971568, 39,
13:12:47:8, 6710, 161, 2064426, 39,
13:12:47:8, 6711, 126, 2047030, 39,
13:12:47:8, 6712, 106, 1788214, 1,
13:12:47:8, 6713, 103, 1787425, 39,
13:12:47:8, 6714, 117, 1991757, 39,
13:12:47:8, 6715, 131, 1938359, 39,
13:12:47:9, 6716, 126, 2147701, 39,
13:12:47:9, 6717, 101, 2026604, 39,
13:12:47:9, 6718, 222, 2711180, 39,
13:12:47:9, 6719, 130, 2120930, 39,
13:12:47:9, 6720, 189, 2641577, 39,
13:12:47:9, 6721, 638, 6067825, 78,
13:12:47:9, 6722, 177, 2602735, 39,
13:12:47:9, 6723, 123, 1903855, 39,
13:12:47:9, 6724, 241, 3218145, 39,
13:12:47:9, 6725, 144, 2260736, 39,
13:12:47:9, 6726, 126, 2097420, 39,
13:12:48:0, 6727, 107, 1954416, 39,
13:12:48:0, 6728, 95, 1818713, 39,
13:12:48:0, 6729, 110, 1883028, 39,
13:12:48:0, 6730, 128, 1881711, 39,
13:12:48:0, 6731, 107, 1878151, 39,
13:12:48:0, 6732, 186, 2697658, 39,
13:12:48:0, 6733, 156, 2394084, 39,
13:12:48:0, 6734, 128, 2162374, 39,
13:12:48:0, 6735, 116, 2002411, 39,
13:12:48:0, 6736, 141, 2250185, 39,
13:12:48:1, 6737, 121, 2289649, 39,
13:12:48:1, 6738, 112, 1942731, 39,
13:12:48:1, 6739, 126, 2080616, 39,
13:12:48:1, 6740, 116, 1971019, 39,
13:12:48:1, 6741, 115, 1982039, 39,
13:12:48:1, 6742, 262, 3739090, 39,
13:12:48:1, 6743, 250, 4778500, 39,
13:12:48:1, 6744, 237, 3640739, 39,
13:12:48:1, 6745, 226, 3789450, 39,
13:12:48:2, 6746, 120, 2178200, 39,
13:12:48:2, 6747, 99, 1885030, 39,
13:12:48:2, 6748, 129, 1926257, 39,
13:12:48:2, 6749, 126, 2193952, 39,
13:12:48:2, 6750, 239, 2904325, 39,
13:12:48:2, 6751, 121, 2251363, 39,
13:12:48:2, 6752, 110, 1773289, 1,
13:12:48:2, 6753, 99, 1703590, 1,
13:12:48:2, 6754, 182, 2643040, 39,
13:12:48:2, 6755, 141, 2146324, 39,
13:12:48:3, 6756, 215, 2275651, 39,
13:12:48:3, 6757, 140, 2313051, 39,
13:12:48:3, 6758, 127, 2226201, 39,
13:12:48:3, 6759, 107, 2015546, 39,
13:12:48:3, 6760, 177, 2166214, 39,
13:12:48:3, 6761, 203, 2646552, 39,
13:12:48:3, 6762, 154, 2204179, 39,
13:12:48:3, 6763, 178, 2485215, 39,
13:12:48:3, 6764, 114, 1980025, 39,
13:12:48:3, 6765, 156, 2257076, 39,
13:12:48:3, 6766, 140, 2065889, 39,
13:12:48:4, 6767, 187, 2574363, 39,
13:12:48:4, 6768, 117, 2078646, 39,
13:12:48:4, 6769, 157, 2260401, 39,
13:12:48:4, 6770, 125, 2258173, 39,
13:12:48:4, 6771, 118, 2149303, 39,
13:12:48:4, 6772, 130, 2301834, 39,
13:12:48:4, 6773, 120, 2106497, 39,
13:12:48:4, 6774, 127, 2147063, 39,
13:12:48:4, 6775, 102, 1939743, 39,
13:12:48:5, 6776, 172, 2270722, 39,
13:12:48:5, 6777, 115, 2079191, 39,
13:12:48:5, 6778, 110, 1939811, 39,
13:12:48:5, 6779, 107, 2035216, 39,
13:12:48:5, 6780, 149, 2112393, 39,
13:12:48:5, 6781, 104, 1870858, 39,
13:12:48:5, 6782, 108, 1863694, 39,
13:12:48:5, 6783, 208, 3160531, 39,
13:12:48:5, 6784, 224, 2987739, 39,
13:12:48:5, 6785, 212, 3037746, 39,
13:12:48:5, 6786, 480, 6593188, 78,
13:12:48:6, 6787, 334, 5098380, 39,
13:12:48:6, 6788, 282, 5062035, 39,
13:12:48:6, 6789, 194, 3213156, 39,
13:12:48:6, 6790, 144, 2321534, 39,
13:12:48:6, 6791, 122, 1937597, 39,
13:12:48:6, 6792, 105, 1823784, 39,
13:12:48:6, 6793, 178, 2132594, 39,
13:12:48:6, 6794, 123, 2037953, 39,
13:12:48:6, 6795, 118, 2010820, 39,
13:12:48:6, 6796, 116, 1900983, 39,
13:12:48:7, 6797, 115, 1824033, 39,
13:12:48:7, 6798, 99, 1873054, 39,
13:12:48:7, 6799, 136, 2132448, 39,
13:12:48:7, 6800, 135, 2238361, 39,
13:12:48:7, 6801, 126, 2146152, 39,
13:12:48:7, 6802, 122, 2344394, 39,
13:12:48:7, 6803, 150, 2629318, 39,
13:12:48:7, 6804, 139, 2374532, 39,
13:12:48:7, 6805, 172, 2360903, 39,
13:12:48:7, 6806, 115, 2108740, 39,
13:12:48:8, 6807, 112, 2019567, 39,
13:12:48:8, 6808, 115, 1901304, 39,
13:12:48:8, 6809, 125, 1912148, 39,
13:12:48:8, 6810, 117, 1994390, 39,
13:12:48:8, 6811, 134, 2297851, 39,
13:12:48:8, 6812, 143, 2252697, 39,
13:12:48:8, 6813, 151, 2205338, 39,
13:12:48:8, 6814, 131, 2189040, 39,
13:12:48:8, 6815, 192, 2418819, 39,
13:12:48:8, 6816, 136, 2246082, 39,
13:12:48:9, 6817, 147, 2261062, 39,
13:12:48:9, 6818, 152, 2150826, 39,
13:12:48:9, 6819, 117, 2131199, 39,
13:12:48:9, 6820, 127, 2262585, 39,
13:12:48:9, 6821, 208, 2596980, 39,
13:12:48:9, 6822, 118, 1960572, 39,
13:12:48:9, 6823, 101, 1879079, 39,
13:12:48:9, 6824, 99, 1940530, 39,
13:12:48:9, 6825, 107, 1926175, 39,
13:12:49:0, 6826, 373, 5780521, 78,
13:12:49:0, 6827, 552, 9819684, 117,
13:12:49:0, 6828, 336, 5703911, 78,
13:12:49:0, 6829, 464, 5497047, 78,
13:12:49:0, 6830, 347, 4041671, 39,
13:12:49:0, 6831, 126, 2127208, 39,
13:12:49:0, 6832, 121, 2422468, 39,
13:12:49:0, 6833, 135, 2240689, 39,
13:12:49:0, 6834, 120, 2126121, 39,
13:12:49:0, 6835, 126, 2011243, 39,
13:12:49:0, 6836, 110, 1829216, 39,
13:12:49:1, 6837, 135, 2082629, 39,
13:12:49:1, 6838, 112, 1983154, 39,
13:12:49:1, 6839, 110, 2110933, 39,
13:12:49:1, 6840, 103, 1913823, 39,
13:12:49:1, 6841, 125, 2220819, 39,
13:12:49:1, 6842, 115, 2163472, 39,
13:12:49:1, 6843, 120, 2011786, 39,
13:12:49:1, 6844, 134, 2094065, 39,
13:12:49:1, 6845, 114, 2032833, 39,
13:12:49:1, 6846, 124, 2143905, 39,
13:12:49:2, 6847, 190, 2538706, 39,
13:12:49:2, 6848, 131, 2136463, 39,
13:12:49:2, 6849, 142, 2241161, 39,
13:12:49:2, 6850, 133, 2553247, 39,
13:12:49:2, 6851, 130, 2235955, 39,
13:12:49:2, 6852, 175, 2508883, 39,
13:12:49:2, 6853, 201, 2655752, 39,
13:12:49:2, 6854, 145, 2436463, 39,
13:12:49:2, 6855, 138, 2205100, 39,
13:12:49:2, 6856, 146, 2412474, 39,
13:12:49:3, 6857, 150, 2098444, 39,
13:12:49:3, 6858, 112, 2080314, 39,
13:12:49:3, 6859, 116, 2048379, 39,
13:12:49:3, 6860, 135, 2200129, 39,
13:12:49:3, 6861, 133, 2084930, 39,
13:12:49:3, 6862, 112, 2013290, 39,
13:12:49:3, 6863, 121, 2078122, 39,
13:12:49:3, 6864, 128, 2047156, 39,
13:12:49:3, 6865, 142, 2275525, 39,
13:12:49:3, 6866, 192, 2394332, 39,
13:12:49:4, 6867, 165, 2879096, 39,
13:12:49:4, 6868, 897, 8773057, 117,
13:12:49:4, 6869, 392, 5691257, 78,
13:12:49:4, 6870, 366, 5746295, 78,
13:12:49:4, 6871, 260, 3767344, 39,
13:12:49:4, 6872, 174, 2539482, 39,
13:12:49:4, 6873, 131, 2247938, 39,
13:12:49:4, 6874, 129, 2278374, 39,
13:12:49:4, 6875, 115, 1992394, 39,
13:12:49:4, 6876, 143, 2333777, 39,
13:12:49:5, 6877, 165, 2310824, 39,
13:12:49:5, 6878, 179, 2421672, 39,
13:12:49:5, 6879, 136, 2455017, 39,
13:12:49:5, 6880, 112, 2033990, 39,
13:12:49:5, 6881, 118, 2089800, 39,
13:12:49:5, 6882, 148, 2406174, 39,
13:12:49:5, 6883, 148, 2209475, 39,
13:12:49:5, 6884, 197, 3201186, 39,
13:12:49:5, 6885, 176, 2648405, 39,
13:12:49:6, 6886, 128, 2344465, 39,
13:12:49:6, 6887, 111, 2229176, 39,
13:12:49:6, 6888, 121, 2033906, 39,
13:12:49:6, 6889, 130, 2048669, 39,
13:12:49:6, 6890, 163, 2764822, 39,
13:12:49:6, 6891, 288, 3648670, 39,
13:12:49:6, 6892, 209, 2975502, 39,
13:12:49:6, 6893, 148, 2519291, 39,
13:12:49:6, 6894, 166, 2565791, 39,
13:12:49:6, 6895, 143, 2452130, 39,
13:12:49:6, 6896, 197, 2476760, 39,
13:12:49:7, 6897, 145, 2416557, 39,
13:12:49:7, 6898, 118, 2211959, 39,
13:12:49:7, 6899, 125, 2054380, 39,
13:12:49:7, 6900, 126, 2074560, 39,
13:12:49:7, 6901, 129, 2125961, 39,
13:12:49:7, 6902, 121, 2100021, 39,
13:12:49:7, 6903, 126, 2306443, 39,
13:12:49:7, 6904, 110, 2076631, 39,
13:12:49:7, 6905, 126, 2129582, 39,
13:12:49:7, 6906, 114, 2126893, 39,
13:12:49:8, 6907, 209, 2975013, 39,
13:12:49:8, 6908, 490, 7115358, 78,
13:12:49:8, 6909, 408, 7089551, 78,
13:12:49:8, 6910, 386, 5549108, 78,
13:12:49:8, 6911, 245, 3141401, 39,
13:12:49:8, 6912, 127, 2076540, 39,
13:12:49:8, 6913, 161, 2521309, 39,
13:12:49:8, 6914, 119, 2162237, 39,
13:12:49:8, 6915, 137, 2347114, 39,
13:12:49:8, 6916, 121, 2043263, 39,
13:12:49:9, 6917, 123, 2079737, 39,
13:12:49:9, 6918, 145, 2320640, 39,
13:12:49:9, 6919, 181, 2512940, 39,
13:12:49:9, 6920, 143, 2519197, 39,
13:12:49:9, 6921, 125, 2050156, 39,
