21/06/11/ 13:11:40
Gain= 10dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:12:12:6, 3192, 117, 1989629, 39,
13:12:12:6, 3193, 120, 2116555, 39,
13:12:12:6, 3194, 121, 2197783, 39,
13:12:12:6, 3195, 123, 2047889, 39,
13:12:12:7, 3196, 114, 2043911, 39,
13:12:12:7, 3197, 115, 1984239, 39,
13:12:12:7, 3198, 162, 2412907, 39,
13:12:12:7, 3199, 137, 2428603, 39,
13:12:12:7, 3200, 177, 3177755, 39,
13:12:12:7, 3201, 134, 2390391, 39,
13:12:12:7, 3202, 139, 2169011, 39,
13:12:12:7, 3203, 106, 1950619, 39,
13:12:12:7, 3204, 114, 2044845, 39,
13:12:12:7, 3205, 104, 2066878, 39,
13:12:12:7, 3206, 110, 2050927, 39,
13:12:12:8, 3207, 117, 2034720, 39,
13:12:12:8, 3208, 156, 2136539, 39,
13:12:12:8, 3209, 149, 2123882, 39,
13:12:12:8, 3210, 164, 2339875, 39,
13:12:12:8, 3211, 142, 2312631, 39,
13:12:12:8, 3212, 157, 2306200, 39,
13:12:12:8, 3213, 152, 2344849, 39,
13:12:12:8, 3214, 380, 4112844, 39,
13:12:12:8, 3215, 235, 2711803, 39,
13:12:12:9, 3216, 123, 2161186, 39,
13:12:12:9, 3217, 135, 2051663, 39,
13:12:12:9, 3218, 278, 4076288, 39,
13:12:12:9, 3219, 231, 3805327, 39,
13:12:12:9, 3220, 358, 4661688, 39,
13:12:12:9, 3221, 361, 5397703, 78,
13:12:12:9, 3222, 214, 3326207, 39,
13:12:12:9, 3223, 192, 3499149, 39,
13:12:12:9, 3224, 239, 3429648, 39,
13:12:12:9, 3225, 159, 2335667, 39,
13:12:13:0, 3226, 177, 2375718, 39,
13:12:13:0, 3227, 107, 2097159, 39,
13:12:13:0, 3228, 207, 2350880, 39,
13:12:13:0, 3229, 195, 2910212, 39,
13:12:13:0, 3230, 130, 2074174, 39,
13:12:13:0, 3231, 135, 2094239, 39,
13:12:13:0, 3232, 118, 2092971, 39,
13:12:13:0, 3233, 227, 2454882, 39,
13:12:13:0, 3234, 195, 2506669, 39,
13:12:13:0, 3235, 118, 2066547, 39,
13:12:13:0, 3236, 123, 2093494, 39,
13:12:13:1, 3237, 121, 2115255, 39,
13:12:13:1, 3238, 123, 2191962, 39,
13:12:13:1, 3239, 127, 2443267, 39,
13:12:13:1, 3240, 134, 2445696, 39,
13:12:13:1, 3241, 182, 2506559, 39,
13:12:13:1, 3242, 124, 2079913, 39,
13:12:13:1, 3243, 114, 1989747, 39,
13:12:13:1, 3244, 108, 2005140, 39,
13:12:13:1, 3245, 135, 2076625, 39,
13:12:13:2, 3246, 112, 2049157, 39,
13:12:13:2, 3247, 134, 2125600, 39,
13:12:13:2, 3248, 126, 2089507, 39,
13:12:13:2, 3249, 153, 2531726, 39,
13:12:13:2, 3250, 149, 2362731, 39,
13:12:13:2, 3251, 132, 2331219, 39,
13:12:13:2, 3252, 311, 4020776, 39,
13:12:13:2, 3253, 212, 2939711, 39,
13:12:13:2, 3254, 450, 6057217, 78,
13:12:13:2, 3255, 314, 4246784, 39,
13:12:13:2, 3256, 187, 2665454, 39,
13:12:13:3, 3257, 150, 2391385, 39,
13:12:13:3, 3258, 131, 2270611, 39,
13:12:13:3, 3259, 379, 3306881, 39,
13:12:13:3, 3260, 403, 5889789, 78,
13:12:13:3, 3261, 1289, 16675619, 195,
13:12:13:3, 3262, 4675, 55007858, 703,
13:12:13:3, 3263, 3616, 40391148, 469,
13:12:13:3, 3264, 797, 10938192, 117,
13:12:13:3, 3265, 451, 5905637, 78,
13:12:13:3, 3266, 162, 3019007, 39,
13:12:13:4, 3267, 128, 2193624, 39,
13:12:13:4, 3268, 652, 5611391, 78,
13:12:13:4, 3269, 362, 4278384, 39,
13:12:13:4, 3270, 128, 2234272, 39,
13:12:13:4, 3271, 116, 2099739, 39,
13:12:13:4, 3272, 119, 2122772, 39,
13:12:13:4, 3273, 130, 2111713, 39,
13:12:13:4, 3274, 107, 1895037, 39,
13:12:13:4, 3275, 155, 2331319, 39,
13:12:13:4, 3276, 126, 2149394, 39,
13:12:13:5, 3277, 124, 1839156, 39,
13:12:13:5, 3278, 120, 1701540, 1,
13:12:13:5, 3279, 109, 1827206, 39,
13:12:13:5, 3280, 106, 1733053, 1,
13:12:13:5, 3281, 99, 1900805, 39,
13:12:13:5, 3282, 100, 1781103, 1,
13:12:13:5, 3283, 113, 2023290, 39,
13:12:13:5, 3284, 295, 2600886, 39,
13:12:13:5, 3285, 201, 2508753, 39,
13:12:13:6, 3286, 139, 2167694, 39,
13:12:13:6, 3287, 107, 1984511, 39,
13:12:13:6, 3288, 114, 1953817, 39,
13:12:13:6, 3289, 107, 1915900, 39,
13:12:13:6, 3290, 125, 2122027, 39,
13:12:13:6, 3291, 146, 2108832, 39,
13:12:13:6, 3292, 106, 1814196, 1,
13:12:13:6, 3293, 99, 1779336, 1,
13:12:13:6, 3294, 134, 2085622, 39,
13:12:13:6, 3295, 99, 1782809, 1,
13:12:13:7, 3296, 319, 4694663, 39,
13:12:13:7, 3297, 359, 4155849, 39,
13:12:13:7, 3298, 186, 2560027, 39,
13:12:13:7, 3299, 794, 8192096, 117,
13:12:13:7, 3300, 530, 6441561, 78,
13:12:13:7, 3301, 4697, 48158986, 742,
13:12:13:7, 3302, 4633, 35461152, 508,
13:12:13:7, 3303, 4787, 73055934, 977,
13:12:13:7, 3304, 1144, 9999000, 117,
13:12:13:7, 3305, 181, 2700103, 39,
13:12:13:7, 3306, 802, 10733731, 117,
13:12:13:8, 3307, 399, 4947693, 39,
13:12:13:8, 3308, 4918, 19005539, 547,
13:12:13:8, 3309, 4637, 42547027, 547,
13:12:13:8, 3310, 461, 6024675, 78,
13:12:13:8, 3311, 167, 2568507, 39,
13:12:13:8, 3312, 101, 1941363, 39,
13:12:13:8, 3313, 111, 2044088, 39,
13:12:13:8, 3314, 502, 4906076, 78,
13:12:13:8, 3315, 403, 5075947, 39,
13:12:13:9, 3316, 110, 1906852, 39,
13:12:13:9, 3317, 103, 1836218, 39,
13:12:13:9, 3318, 153, 2498552, 39,
13:12:13:9, 3319, 152, 3133566, 39,
13:12:13:9, 3320, 115, 1943049, 39,
13:12:13:9, 3321, 221, 3083361, 39,
13:12:13:9, 3322, 114, 2066847, 39,
13:12:13:9, 3323, 143, 2419148, 39,
13:12:13:9, 3324, 177, 2587532, 39,
13:12:13:9, 3325, 115, 2026495, 39,
13:12:14:0, 3326, 132, 1995982, 39,
13:12:14:0, 3327, 109, 2008251, 39,
13:12:14:0, 3328, 182, 2653639, 39,
13:12:14:0, 3329, 112, 2029659, 39,
13:12:14:0, 3330, 197, 2574468, 39,
13:12:14:0, 3331, 107, 2194710, 39,
13:12:14:0, 3332, 166, 2590041, 39,
13:12:14:0, 3333, 99, 1917076, 39,
13:12:14:0, 3334, 100, 1761671, 1,
13:12:14:0, 3335, 96, 1670303, 1,
13:12:14:0, 3336, 157, 2282878, 39,
13:12:14:1, 3337, 126, 1978985, 39,
13:12:14:1, 3338, 129, 2293975, 39,
13:12:14:1, 3339, 142, 2160213, 39,
13:12:14:1, 3340, 132, 1985959, 39,
13:12:14:1, 3341, 127, 1946950, 39,
13:12:14:1, 3342, 114, 2032115, 39,
13:12:14:1, 3343, 128, 2153604, 39,
13:12:14:1, 3344, 88, 1785641, 1,
13:12:14:1, 3345, 107, 1861143, 39,
13:12:14:1, 3346, 95, 1838693, 39,
13:12:14:2, 3347, 114, 1786655, 39,
13:12:14:2, 3348, 112, 2120049, 39,
13:12:14:2, 3349, 639, 4936764, 78,
13:12:14:2, 3350, 576, 5131153, 78,
13:12:14:2, 3351, 126, 2152975, 39,
13:12:14:2, 3352, 206, 2491425, 39,
13:12:14:2, 3353, 111, 1844858, 39,
13:12:14:2, 3354, 118, 1939863, 39,
13:12:14:2, 3355, 90, 1826354, 39,
13:12:14:3, 3356, 114, 1880032, 39,
13:12:14:3, 3357, 103, 1800509, 39,
13:12:14:3, 3358, 132, 2091685, 39,
13:12:14:3, 3359, 140, 2243089, 39,
13:12:14:3, 3360, 108, 1963268, 39,
13:12:14:3, 3361, 110, 2056520, 39,
13:12:14:3, 3362, 135, 2200931, 39,
13:12:14:3, 3363, 130, 2025468, 39,
13:12:14:3, 3364, 98, 1932090, 39,
13:12:14:3, 3365, 110, 1928787, 39,
13:12:14:3, 3366, 106, 1873855, 39,
13:12:14:4, 3367, 116, 2100881, 39,
13:12:14:4, 3368, 121, 1964765, 39,
13:12:14:4, 3369, 123, 1848478, 39,
13:12:14:4, 3370, 143, 2122051, 39,
13:12:14:4, 3371, 112, 1920427, 39,
13:12:14:4, 3372, 187, 2479347, 39,
13:12:14:4, 3373, 145, 2057773, 39,
13:12:14:4, 3374, 137, 2023074, 39,
13:12:14:4, 3375, 115, 2165949, 39,
13:12:14:4, 3376, 119, 1984657, 39,
13:12:14:5, 3377, 104, 1927339, 39,
13:12:14:5, 3378, 141, 2237644, 39,
13:12:14:5, 3379, 109, 1945931, 39,
13:12:14:5, 3380, 133, 2217076, 39,
13:12:14:5, 3381, 113, 1795814, 1,
13:12:14:5, 3382, 123, 2124064, 39,
13:12:14:5, 3383, 102, 1991253, 39,
13:12:14:5, 3384, 147, 2749630, 39,
13:12:14:5, 3385, 470, 3212420, 39,
13:12:14:6, 3386, 513, 4800654, 78,
13:12:14:6, 3387, 162, 2640175, 39,
13:12:14:6, 3388, 168, 2410094, 39,
13:12:14:6, 3389, 164, 2913120, 39,
13:12:14:6, 3390, 165, 2396739, 39,
13:12:14:6, 3391, 486, 5227729, 78,
13:12:14:6, 3392, 139, 2301020, 39,
13:12:14:6, 3393, 136, 2185378, 39,
13:12:14:6, 3394, 123, 2174892, 39,
13:12:14:6, 3395, 129, 2231593, 39,
13:12:14:6, 3396, 115, 2269186, 39,
13:12:14:7, 3397, 161, 2621005, 39,
13:12:14:7, 3398, 162, 2659208, 39,
13:12:14:7, 3399, 172, 2862918, 39,
13:12:14:7, 3400, 151, 2391759, 39,
13:12:14:7, 3401, 170, 2284505, 39,
13:12:14:7, 3402, 127, 2178897, 39,
13:12:14:7, 3403, 137, 2420758, 39,
13:12:14:7, 3404, 129, 2431751, 39,
13:12:14:7, 3405, 164, 2760188, 39,
13:12:14:7, 3406, 198, 2939080, 39,
13:12:14:8, 3407, 177, 2761146, 39,
13:12:14:8, 3408, 193, 2905352, 39,
13:12:14:8, 3409, 157, 2559918, 39,
13:12:14:8, 3410, 123, 2242504, 39,
13:12:14:8, 3411, 142, 2399581, 39,
13:12:14:8, 3412, 158, 2417145, 39,
13:12:14:8, 3413, 215, 2494187, 39,
13:12:14:8, 3414, 197, 2870407, 39,
13:12:14:8, 3415, 168, 2711509, 39,
13:12:14:9, 3416, 126, 2308132, 39,
13:12:14:9, 3417, 143, 2385574, 39,
13:12:14:9, 3418, 152, 2680224, 39,
13:12:14:9, 3419, 127, 2298799, 39,
13:12:14:9, 3420, 129, 2182946, 39,
13:12:14:9, 3421, 130, 2179495, 39,
13:12:14:9, 3422, 114, 2057293, 39,
13:12:14:9, 3423, 156, 2287565, 39,
13:12:14:9, 3424, 120, 2202802, 39,
13:12:14:9, 3425, 124, 2251336, 39,
13:12:14:9, 3426, 118, 2232515, 39,
13:12:15:0, 3427, 336, 3811577, 39,
13:12:15:0, 3428, 117, 2214362, 39,
13:12:15:0, 3429, 114, 2113360, 39,
13:12:15:0, 3430, 117, 2203699, 39,
13:12:15:0, 3431, 146, 2202266, 39,
13:12:15:0, 3432, 107, 2060663, 39,
13:12:15:0, 3433, 118, 2150482, 39,
13:12:15:0, 3434, 166, 2394934, 39,
13:12:15:0, 3435, 212, 2843848, 39,
13:12:15:1, 3436, 121, 2252950, 39,
13:12:15:1, 3437, 214, 2909499, 39,
13:12:15:1, 3438, 247, 3487972, 39,
13:12:15:1, 3439, 143, 2558609, 39,
13:12:15:1, 3440, 165, 2425907, 39,
13:12:15:1, 3441, 123, 2283045, 39,
13:12:15:1, 3442, 190, 2425917, 39,
13:12:15:1, 3443, 182, 2947519, 39,
13:12:15:1, 3444, 118, 2236212, 39,
13:12:15:1, 3445, 173, 2451222, 39,
13:12:15:1, 3446, 135, 2335443, 39,
13:12:15:2, 3447, 151, 2383648, 39,
13:12:15:2, 3448, 127, 2104415, 39,
13:12:15:2, 3449, 251, 2877795, 39,
13:12:15:2, 3450, 152, 2561538, 39,
13:12:15:2, 3451, 4932, 131461976, 1680,
13:12:15:2, 3452, 3320, 23106532, 312,
13:12:15:2, 3453, 924, 14179836, 156,
13:12:15:2, 3454, 4908, 86051462, 1055,
13:12:15:2, 3455, 4565, 57863293, 625,
13:12:15:2, 3456, 3905, 30541035, 391,
13:12:15:3, 3457, 775, 7959747, 78,
13:12:15:3, 3458, 1536, 18192473, 195,
13:12:15:3, 3459, 369, 4843754, 39,
13:12:15:3, 3460, 4929, 117326699, 1523,
13:12:15:3, 3461, 4923, 118614805, 1523,
13:12:15:3, 3462, 4897, 81159604, 938,
13:12:15:3, 3463, 4933, 161355418, 1875,
13:12:15:3, 3464, 4677, 39500518, 508,
13:12:15:3, 3465, 1177, 14016537, 156,
13:12:15:3, 3466, 546, 8739619, 78,
13:12:15:4, 3467, 411, 4751219, 39,
13:12:15:4, 3468, 292, 4135998, 39,
13:12:15:4, 3469, 425, 5310506, 78,
13:12:15:4, 3470, 559, 4738895, 39,
13:12:15:4, 3471, 158, 2729947, 39,
13:12:15:4, 3472, 226, 3087852, 39,
13:12:15:4, 3473, 349, 4703602, 39,
13:12:15:4, 3474, 182, 2796602, 39,
13:12:15:4, 3475, 144, 2634594, 39,
13:12:15:5, 3476, 174, 3024093, 39,
13:12:15:5, 3477, 261, 3770440, 39,
13:12:15:5, 3478, 182, 2358606, 39,
13:12:15:5, 3479, 139, 2264659, 39,
13:12:15:5, 3480, 128, 1908551, 39,
13:12:15:5, 3481, 152, 2042955, 39,
13:12:15:5, 3482, 201, 2501448, 39,
13:12:15:5, 3483, 206, 3164802, 39,
13:12:15:5, 3484, 157, 3032509, 39,
13:12:15:5, 3485, 173, 2832182, 39,
13:12:15:6, 3486, 181, 2334423, 39,
13:12:15:6, 3487, 157, 2435580, 39,
13:12:15:6, 3488, 133, 2278448, 39,
13:12:15:6, 3489, 132, 2350021, 39,
13:12:15:6, 3490, 144, 2484864, 39,
13:12:15:6, 3491, 112, 2180219, 39,
13:12:15:6, 3492, 136, 2196938, 39,
13:12:15:6, 3493, 117, 2111392, 39,
13:12:15:6, 3494, 117, 1893934, 39,
13:12:15:6, 3495, 106, 1808417, 39,
13:12:15:6, 3496, 184, 2411278, 39,
13:12:15:7, 3497, 172, 2374756, 39,
13:12:15:7, 3498, 109, 1979917, 39,
13:12:15:7, 3499, 127, 2164306, 39,
13:12:15:7, 3500, 426, 5893968, 78,
13:12:15:7, 3501, 245, 3873995, 39,
13:12:15:7, 3502, 150, 2236156, 39,
13:12:15:7, 3503, 126, 2146116, 39,
13:12:15:7, 3504, 149, 2583048, 39,
13:12:15:7, 3505, 121, 2156868, 39,
13:12:15:8, 3506, 110, 1884710, 39,
13:12:15:8, 3507, 106, 1773438, 1,
13:12:15:8, 3508, 172, 2301165, 39,
13:12:15:8, 3509, 170, 2425752, 39,
13:12:15:8, 3510, 119, 2173379, 39,
13:12:15:8, 3511, 115, 1919070, 39,
13:12:15:8, 3512, 125, 2157948, 39,
13:12:15:8, 3513, 155, 2657215, 39,
13:12:15:8, 3514, 178, 2638515, 39,
13:12:15:8, 3515, 179, 2544388, 39,
13:12:15:8, 3516, 114, 1978286, 39,
13:12:15:9, 3517, 107, 2224404, 39,
13:12:15:9, 3518, 170, 2182164, 39,
13:12:15:9, 3519, 106, 1788647, 1,
13:12:15:9, 3520, 117, 1842794, 39,
13:12:15:9, 3521, 105, 1930523, 39,
13:12:15:9, 3522, 122, 2105781, 39,
13:12:15:9, 3523, 168, 2438258, 39,
13:12:15:9, 3524, 103, 1965424, 39,
13:12:15:9, 3525, 101, 1950683, 39,
13:12:15:9, 3526, 101, 2011912, 39,
13:12:16:0, 3527, 114, 2029940, 39,
13:12:16:0, 3528, 109, 2052385, 39,
13:12:16:0, 3529, 123, 2028278, 39,
13:12:16:0, 3530, 278, 2875588, 39,
13:12:16:0, 3531, 112, 1960204, 39,
13:12:16:0, 3532, 156, 2245688, 39,
13:12:16:0, 3533, 126, 1969155, 39,
13:12:16:0, 3534, 145, 2189912, 39,
13:12:16:0, 3535, 145, 2078152, 39,
13:12:16:1, 3536, 150, 2229745, 39,
13:12:16:1, 3537, 165, 2187968, 39,
13:12:16:1, 3538, 156, 2554290, 39,
13:12:16:1, 3539, 101, 1884057, 39,
13:12:16:1, 3540, 103, 1875119, 39,
13:12:16:1, 3541, 105, 1935303, 39,
13:12:16:1, 3542, 112, 1893635, 39,
13:12:16:1, 3543, 112, 1896286, 39,
13:12:16:1, 3544, 277, 2559981, 39,
13:12:16:1, 3545, 312, 5790402, 78,
13:12:16:2, 3546, 200, 3337759, 39,
13:12:16:2, 3547, 192, 2416733, 39,
13:12:16:2, 3548, 113, 1958689, 39,
13:12:16:2, 3549, 147, 1953721, 39,
13:12:16:2, 3550, 142, 2495333, 39,
13:12:16:2, 3551, 170, 2653264, 39,
13:12:16:2, 3552, 158, 2490615, 39,
13:12:16:2, 3553, 109, 1895536, 39,
13:12:16:2, 3554, 103, 1744974, 1,
13:12:16:2, 3555, 92, 1745969, 1,
13:12:16:2, 3556, 152, 2247904, 39,
13:12:16:3, 3557, 154, 2454591, 39,
13:12:16:3, 3558, 164, 2454104, 39,
13:12:16:3, 3559, 155, 2055195, 39,
13:12:16:3, 3560, 92, 1710958, 1,
13:12:16:3, 3561, 110, 1869047, 39,
13:12:16:3, 3562, 110, 2003766, 39,
13:12:16:3, 3563, 212, 2326112, 39,
13:12:16:3, 3564, 156, 2104083, 39,
13:12:16:3, 3565, 263, 2940456, 39,
13:12:16:3, 3566, 143, 2226564, 39,
13:12:16:4, 3567, 145, 2081570, 39,
13:12:16:4, 3568, 143, 2435895, 39,
13:12:16:4, 3569, 129, 2195958, 39,
13:12:16:4, 3570, 134, 2009938, 39,
13:12:16:4, 3571, 103, 1818061, 39,
13:12:16:4, 3572, 117, 1947854, 39,
13:12:16:4, 3573, 103, 1900778, 39,
13:12:16:4, 3574, 172, 2221518, 39,
13:12:16:4, 3575, 170, 2393712, 39,
13:12:16:5, 3576, 104, 1919507, 39,
13:12:16:5, 3577, 114, 2031917, 39,
13:12:16:5, 3578, 110, 1918886, 39,
13:12:16:5, 3579, 215, 2954108, 39,
13:12:16:5, 3580, 135, 2096851, 39,
13:12:16:5, 3581, 117, 1843013, 39,
13:12:16:5, 3582, 99, 1720416, 1,
13:12:16:5, 3583, 136, 2011544, 39,
13:12:16:5, 3584, 151, 2201882, 39,
13:12:16:5, 3585, 151, 2705426, 39,
13:12:16:6, 3586, 127, 2144671, 39,
13:12:16:6, 3587, 144, 2624100, 39,
13:12:16:6, 3588, 392, 6430612, 78,
13:12:16:6, 3589, 400, 5084532, 39,
13:12:16:6, 3590, 153, 2370237, 39,
13:12:16:6, 3591, 107, 1865136, 39,
13:12:16:6, 3592, 157, 2100905, 39,
13:12:16:6, 3593, 95, 1893093, 39,
13:12:16:6, 3594, 159, 2275864, 39,
13:12:16:6, 3595, 129, 2118244, 39,
13:12:16:7, 3596, 114, 2038489, 39,
13:12:16:7, 3597, 102, 1876103, 39,
13:12:16:7, 3598, 116, 1888635, 39,
13:12:16:7, 3599, 100, 1926632, 39,
13:12:16:7, 3600, 123, 2008921, 39,
13:12:16:7, 3601, 106, 1869033, 39,
13:12:16:7, 3602, 125, 1958381, 39,
13:12:16:7, 3603, 99, 1737297, 1,
13:12:16:7, 3604, 105, 1845980, 39,
13:12:16:7, 3605, 174, 2577131, 39,
13:12:16:7, 3606, 132, 2109017, 39,
13:12:16:8, 3607, 110, 1953159, 39,
13:12:16:8, 3608, 101, 1751852, 1,
13:12:16:8, 3609, 95, 1893143, 39,
13:12:16:8, 3610, 106, 1908280, 39,
13:12:16:8, 3611, 135, 2201241, 39,
13:12:16:8, 3612, 142, 2328136, 39,
13:12:16:8, 3613, 102, 1895469, 39,
13:12:16:8, 3614, 108, 1929636, 39,
13:12:16:8, 3615, 104, 1884188, 39,
13:12:16:9, 3616, 142, 2250675, 39,
13:12:16:9, 3617, 169, 2159812, 39,
13:12:16:9, 3618, 120, 1976577, 39,
13:12:16:9, 3619, 116, 2121662, 39,
13:12:16:9, 3620, 104, 2012255, 39,
13:12:16:9, 3621, 198, 2484297, 39,
13:12:16:9, 3622, 114, 1960705, 39,
13:12:16:9, 3623, 121, 1817827, 39,
13:12:16:9, 3624, 91, 1763097, 1,
13:12:16:9, 3625, 102, 1746170, 1,
13:12:17:0, 3626, 108, 1794652, 39,
13:12:17:0, 3627, 105, 1793130, 1,
13:12:17:0, 3628, 109, 1710938, 1,
13:12:17:0, 3629, 98, 1762586, 1,
13:12:17:0, 3630, 108, 1811135, 39,
13:12:17:0, 3631, 438, 5193098, 78,
13:12:17:0, 3632, 433, 6706796, 78,
13:12:17:0, 3633, 359, 6152523, 78,
13:12:17:0, 3634, 214, 3488023, 39,
13:12:17:0, 3635, 131, 2159163, 39,
13:12:17:0, 3636, 140, 2070578, 39,
13:12:17:1, 3637, 218, 2942861, 39,
13:12:17:1, 3638, 165, 2690855, 39,
13:12:17:1, 3639, 103, 1862288, 39,
13:12:17:1, 3640, 128, 1951900, 39,
13:12:17:1, 3641, 150, 2033579, 39,
13:12:17:1, 3642, 134, 2052043, 39,
13:12:17:1, 3643, 121, 2219080, 39,
13:12:17:1, 3644, 104, 1818184, 39,
13:12:17:1, 3645, 128, 2014043, 39,
13:12:17:2, 3646, 118, 1834340, 39,
13:12:17:2, 3647, 112, 1965452, 39,
13:12:17:2, 3648, 98, 1793703, 1,
13:12:17:2, 3649, 123, 2556830, 39,
13:12:17:2, 3650, 123, 2032939, 39,
13:12:17:2, 3651, 187, 2705731, 39,
13:12:17:2, 3652, 115, 1961577, 39,
13:12:17:2, 3653, 115, 2140863, 39,
13:12:17:2, 3654, 102, 1894101, 39,
13:12:17:2, 3655, 137, 2093949, 39,
13:12:17:3, 3656, 138, 1999551, 39,
13:12:17:3, 3657, 143, 2442544, 39,
13:12:17:3, 3658, 113, 2025087, 39,
13:12:17:3, 3659, 103, 1894934, 39,
13:12:17:3, 3660, 107, 1939089, 39,
13:12:17:3, 3661, 118, 1949728, 39,
13:12:17:3, 3662, 110, 1838375, 39,
13:12:17:3, 3663, 110, 1851625, 39,
13:12:17:3, 3664, 93, 1791090, 1,
13:12:17:3, 3665, 110, 1862770, 39,
13:12:17:3, 3666, 101, 1801086, 1,
13:12:17:4, 3667, 142, 1983773, 39,
13:12:17:4, 3668, 107, 1820197, 39,
13:12:17:4, 3669, 112, 1799028, 1,
13:12:17:4, 3670, 117, 1914735, 39,
13:12:17:4, 3671, 114, 1858274, 39,
13:12:17:4, 3672, 98, 1730416, 1,
13:12:17:4, 3673, 114, 1918449, 39,
13:12:17:4, 3674, 104, 1862903, 39,
13:12:17:4, 3675, 538, 6511216, 78,
13:12:17:4, 3676, 377, 5895908, 78,
13:12:17:5, 3677, 375, 3853238, 39,
13:12:17:5, 3678, 171, 2969968, 39,
13:12:17:5, 3679, 131, 2134482, 39,
13:12:17:5, 3680, 104, 1827036, 39,
13:12:17:5, 3681, 117, 2009811, 39,
13:12:17:5, 3682, 192, 2876503, 39,
13:12:17:5, 3683, 121, 2044634, 39,
13:12:17:5, 3684, 121, 1888071, 39,
13:12:17:5, 3685, 109, 1748006, 1,
13:12:17:6, 3686, 118, 1640285, 1,
13:12:17:6, 3687, 172, 2323502, 39,
13:12:17:6, 3688, 150, 2354047, 39,
13:12:17:6, 3689, 130, 2034535, 39,
13:12:17:6, 3690, 109, 1999644, 39,
13:12:17:6, 3691, 115, 1957385, 39,
13:12:17:6, 3692, 114, 1860777, 39,
13:12:17:6, 3693, 182, 2340300, 39,
13:12:17:6, 3694, 119, 1916460, 39,
13:12:17:6, 3695, 126, 1830934, 39,
13:12:17:7, 3696, 123, 2064308, 39,
13:12:17:7, 3697, 143, 2043641, 39,
13:12:17:7, 3698, 133, 2071288, 39,
13:12:17:7, 3699, 118, 2173167, 39,
13:12:17:7, 3700, 196, 2508636, 39,
13:12:17:7, 3701, 114, 2114347, 39,
13:12:17:7, 3702, 116, 2119665, 39,
13:12:17:7, 3703, 134, 1947416, 39,
13:12:17:7, 3704, 236, 2621662, 39,
13:12:17:7, 3705, 109, 2037666, 39,
13:12:17:7, 3706, 132, 2083676, 39,
13:12:17:8, 3707, 101, 1949696, 39,
13:12:17:8, 3708, 101, 1849405, 39,
13:12:17:8, 3709, 118, 1771823, 1,
13:12:17:8, 3710, 101, 1757812, 1,
13:12:17:8, 3711, 123, 1779618, 1,
13:12:17:8, 3712, 98, 1787909, 1,
13:12:17:8, 3713, 104, 1823549, 39,
13:12:17:8, 3714, 115, 2022083, 39,
13:12:17:8, 3715, 225, 2474992, 39,
13:12:17:8, 3716, 121, 2019530, 39,
13:12:17:9, 3717, 121, 1881997, 39,
13:12:17:9, 3718, 304, 4197943, 39,
13:12:17:9, 3719, 393, 6510148, 78,
13:12:17:9, 3720, 204, 3450272, 39,
13:12:17:9, 3721, 185, 3420407, 39,
13:12:17:9, 3722, 108, 2087153, 39,
13:12:17:9, 3723, 107, 1859081, 39,
13:12:17:9, 3724, 132, 2081221, 39,
13:12:17:9, 3725, 136, 2272343, 39,
13:12:18:0, 3726, 114, 1916005, 39,
13:12:18:0, 3727, 163, 2334069, 39,
13:12:18:0, 3728, 171, 2209161, 39,
13:12:18:0, 3729, 131, 2109739, 39,
13:12:18:0, 3730, 140, 1871355, 39,
13:12:18:0, 3731, 98, 1909695, 39,
13:12:18:0, 3732, 168, 1962311, 39,
13:12:18:0, 3733, 121, 2164254, 39,
13:12:18:0, 3734, 115, 1840010, 39,
13:12:18:0, 3735, 135, 2135074, 39,
13:12:18:0, 3736, 120, 2142364, 39,
13:12:18:1, 3737, 129, 2264255, 39,
13:12:18:1, 3738, 128, 2135657, 39,
13:12:18:1, 3739, 151, 2345315, 39,
13:12:18:1, 3740, 104, 1906932, 39,
13:12:18:1, 3741, 116, 1934086, 39,
13:12:18:1, 3742, 148, 2547793, 39,
13:12:18:1, 3743, 146, 2470975, 39,
13:12:18:1, 3744, 113, 1963276, 39,
13:12:18:1, 3745, 328, 4557011, 39,
13:12:18:2, 3746, 257, 2997380, 39,
13:12:18:2, 3747, 140, 1994575, 39,
13:12:18:2, 3748, 142, 2160099, 39,
13:12:18:2, 3749, 109, 1890988, 39,
13:12:18:2, 3750, 109, 1785205, 1,
13:12:18:2, 3751, 104, 1870448, 39,
13:12:18:2, 3752, 110, 1845491, 39,
13:12:18:2, 3753, 104, 1910118, 39,
13:12:18:2, 3754, 121, 2132270, 39,
13:12:18:2, 3755, 111, 2013349, 39,
13:12:18:3, 3756, 176, 2537635, 39,
13:12:18:3, 3757, 220, 2843870, 39,
13:12:18:3, 3758, 118, 2038321, 39,
13:12:18:3, 3759, 124, 1911832, 39,
13:12:18:3, 3760, 117, 1951050, 39,
13:12:18:3, 3761, 102, 1889451, 39,
13:12:18:3, 3762, 196, 2533419, 39,
13:12:18:3, 3763, 248, 4395720, 39,
13:12:18:3, 3764, 299, 4548876, 39,
13:12:18:3, 3765, 250, 4089941, 39,
13:12:18:3, 3766, 217, 3092218, 39,
13:12:18:4, 3767, 131, 2292035, 39,
13:12:18:4, 3768, 95, 1932537, 39,
13:12:18:4, 3769, 161, 2298457, 39,
13:12:18:4, 3770, 134, 2219973, 39,
