21/06/11/ 13:10:26
Gain= 20dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:10:53:2, 2679, 233, 4487519, 39,
13:10:53:2, 2680, 285, 4612729, 39,
13:10:53:2, 2681, 309, 4585805, 39,
13:10:53:2, 2682, 255, 4595669, 39,
13:10:53:2, 2683, 304, 4804379, 39,
13:10:53:2, 2684, 287, 4956309, 39,
13:10:53:3, 2685, 256, 4185239, 39,
13:10:53:3, 2686, 403, 6152402, 78,
13:10:53:3, 2687, 292, 4918008, 39,
13:10:53:3, 2688, 284, 4511090, 39,
13:10:53:3, 2689, 248, 4352354, 39,
13:10:53:3, 2690, 262, 4489982, 39,
13:10:53:3, 2691, 257, 4553444, 39,
13:10:53:3, 2692, 241, 4413389, 39,
13:10:53:3, 2693, 236, 4345998, 39,
13:10:53:3, 2694, 223, 4289073, 39,
13:10:53:4, 2695, 248, 4147689, 39,
13:10:53:4, 2696, 242, 4301300, 39,
13:10:53:4, 2697, 219, 4203751, 39,
13:10:53:4, 2698, 252, 4291455, 39,
13:10:53:4, 2699, 239, 4119432, 39,
13:10:53:4, 2700, 210, 3993132, 39,
13:10:53:4, 2701, 235, 4128089, 39,
13:10:53:4, 2702, 228, 4324595, 39,
13:10:53:4, 2703, 261, 4255391, 39,
13:10:53:5, 2704, 289, 4261147, 39,
13:10:53:5, 2705, 275, 4390060, 39,
13:10:53:5, 2706, 248, 4460081, 39,
13:10:53:5, 2707, 369, 5321198, 39,
13:10:53:5, 2708, 305, 4446442, 39,
13:10:53:5, 2709, 335, 4965389, 39,
13:10:53:5, 2710, 312, 4815577, 39,
13:10:53:5, 2711, 248, 4261607, 39,
13:10:53:5, 2712, 237, 4520421, 39,
13:10:53:5, 2713, 235, 4233277, 39,
13:10:53:6, 2714, 378, 4364044, 39,
13:10:53:6, 2715, 265, 4390999, 39,
13:10:53:6, 2716, 230, 4191693, 39,
13:10:53:6, 2717, 253, 4485963, 39,
13:10:53:6, 2718, 254, 4233180, 39,
13:10:53:6, 2719, 386, 5287283, 78,
13:10:53:6, 2720, 281, 4169005, 39,
13:10:53:6, 2721, 253, 4243768, 39,
13:10:53:6, 2722, 244, 4096148, 39,
13:10:53:6, 2723, 251, 4151605, 39,
13:10:53:7, 2724, 254, 4507749, 39,
13:10:53:7, 2725, 251, 4235050, 39,
13:10:53:7, 2726, 270, 4211619, 39,
13:10:53:7, 2727, 220, 4185311, 39,
13:10:53:7, 2728, 235, 4582185, 39,
13:10:53:7, 2729, 309, 4759084, 39,
13:10:53:7, 2730, 330, 5864369, 78,
13:10:53:7, 2731, 228, 4482113, 39,
13:10:53:7, 2732, 297, 4497676, 39,
13:10:53:7, 2733, 241, 4710434, 39,
13:10:53:8, 2734, 301, 4712735, 39,
13:10:53:8, 2735, 287, 4502193, 39,
13:10:53:8, 2736, 243, 4361904, 39,
13:10:53:8, 2737, 334, 4784341, 39,
13:10:53:8, 2738, 227, 4418016, 39,
13:10:53:8, 2739, 262, 4319188, 39,
13:10:53:8, 2740, 239, 4395250, 39,
13:10:53:8, 2741, 267, 4406555, 39,
13:10:53:8, 2742, 254, 4854385, 39,
13:10:53:8, 2743, 236, 4390165, 39,
13:10:53:9, 2744, 239, 4528449, 39,
13:10:53:9, 2745, 227, 4576942, 39,
13:10:53:9, 2746, 266, 4418362, 39,
13:10:53:9, 2747, 278, 4335211, 39,
13:10:53:9, 2748, 272, 4297779, 39,
13:10:53:9, 2749, 237, 4430791, 39,
13:10:53:9, 2750, 237, 4194393, 39,
13:10:53:9, 2751, 281, 4107490, 39,
13:10:53:9, 2752, 284, 4203169, 39,
13:10:53:9, 2753, 222, 4138915, 39,
13:10:53:9, 2754, 238, 3981401, 39,
13:10:54:0, 2755, 244, 3972999, 39,
13:10:54:0, 2756, 247, 4266106, 39,
13:10:54:0, 2757, 236, 4121237, 39,
13:10:54:0, 2758, 236, 4283043, 39,
13:10:54:0, 2759, 229, 4186590, 39,
13:10:54:0, 2760, 231, 4329118, 39,
13:10:54:0, 2761, 320, 4218042, 39,
13:10:54:0, 2762, 235, 4264092, 39,
13:10:54:0, 2763, 278, 4705693, 39,
13:10:54:1, 2764, 293, 4383209, 39,
13:10:54:1, 2765, 260, 4440033, 39,
13:10:54:1, 2766, 259, 4661097, 39,
13:10:54:1, 2767, 236, 4478532, 39,
13:10:54:1, 2768, 284, 4628946, 39,
13:10:54:1, 2769, 273, 4516015, 39,
13:10:54:1, 2770, 274, 4922794, 39,
13:10:54:1, 2771, 248, 4541335, 39,
13:10:54:1, 2772, 296, 4670921, 39,
13:10:54:1, 2773, 223, 4341517, 39,
13:10:54:1, 2774, 347, 5397616, 78,
13:10:54:2, 2775, 338, 5315661, 78,
13:10:54:2, 2776, 250, 4342386, 39,
13:10:54:2, 2777, 258, 4459639, 39,
13:10:54:2, 2778, 270, 4299972, 39,
13:10:54:2, 2779, 235, 4270675, 39,
13:10:54:2, 2780, 222, 4212719, 39,
13:10:54:2, 2781, 231, 4021000, 39,
13:10:54:2, 2782, 280, 4291876, 39,
13:10:54:2, 2783, 231, 4217473, 39,
13:10:54:2, 2784, 258, 4410414, 39,
13:10:54:3, 2785, 258, 4678678, 39,
13:10:54:3, 2786, 228, 4327171, 39,
13:10:54:3, 2787, 252, 4431083, 39,
13:10:54:3, 2788, 258, 4484331, 39,
13:10:54:3, 2789, 464, 8314086, 78,
13:10:54:3, 2790, 279, 4796709, 39,
13:10:54:3, 2791, 289, 4507758, 39,
13:10:54:3, 2792, 303, 5604163, 78,
13:10:54:3, 2793, 277, 4399158, 39,
13:10:54:3, 2794, 259, 4173819, 39,
13:10:54:4, 2795, 316, 4809199, 39,
13:10:54:4, 2796, 248, 4627552, 39,
13:10:54:4, 2797, 290, 5319683, 39,
13:10:54:4, 2798, 264, 4345794, 39,
13:10:54:4, 2799, 266, 4416657, 39,
13:10:54:4, 2800, 272, 4530205, 39,
13:10:54:4, 2801, 273, 4394770, 39,
13:10:54:4, 2802, 339, 5055237, 39,
13:10:54:4, 2803, 262, 4647104, 39,
13:10:54:5, 2804, 243, 4085923, 39,
13:10:54:5, 2805, 248, 4439750, 39,
13:10:54:5, 2806, 271, 4189099, 39,
13:10:54:5, 2807, 223, 4298826, 39,
13:10:54:5, 2808, 220, 4193580, 39,
13:10:54:5, 2809, 266, 4213313, 39,
13:10:54:5, 2810, 226, 4378661, 39,
13:10:54:5, 2811, 228, 4236779, 39,
13:10:54:5, 2812, 328, 4882012, 39,
13:10:54:5, 2813, 280, 4491843, 39,
13:10:54:6, 2814, 317, 5146767, 39,
13:10:54:6, 2815, 309, 4986805, 39,
13:10:54:6, 2816, 213, 4227874, 39,
13:10:54:6, 2817, 222, 4355979, 39,
13:10:54:6, 2818, 253, 4511407, 39,
13:10:54:6, 2819, 300, 4479125, 39,
13:10:54:6, 2820, 239, 4383348, 39,
13:10:54:6, 2821, 320, 4710259, 39,
13:10:54:6, 2822, 262, 4526668, 39,
13:10:54:6, 2823, 376, 4554864, 39,
13:10:54:6, 2824, 228, 4268313, 39,
13:10:54:7, 2825, 242, 4460096, 39,
13:10:54:7, 2826, 298, 4557119, 39,
13:10:54:7, 2827, 237, 4140246, 39,
13:10:54:7, 2828, 247, 4308803, 39,
13:10:54:7, 2829, 230, 4378388, 39,
13:10:54:7, 2830, 231, 4194436, 39,
13:10:54:7, 2831, 244, 3967431, 39,
13:10:54:7, 2832, 258, 4320320, 39,
13:10:54:7, 2833, 235, 4218796, 39,
13:10:54:7, 2834, 231, 4329612, 39,
13:10:54:8, 2835, 227, 4033141, 39,
13:10:54:8, 2836, 228, 4437525, 39,
13:10:54:8, 2837, 257, 4323357, 39,
13:10:54:8, 2838, 240, 4315228, 39,
13:10:54:8, 2839, 256, 4513790, 39,
13:10:54:8, 2840, 278, 4761493, 39,
13:10:54:8, 2841, 297, 4450159, 39,
13:10:54:8, 2842, 246, 4414705, 39,
13:10:54:8, 2843, 247, 4163524, 39,
13:10:54:9, 2844, 255, 4243828, 39,
13:10:54:9, 2845, 282, 4931451, 39,
13:10:54:9, 2846, 243, 4201900, 39,
13:10:54:9, 2847, 228, 4350154, 39,
13:10:54:9, 2848, 291, 4360500, 39,
13:10:54:9, 2849, 256, 4664587, 39,
13:10:54:9, 2850, 234, 4195274, 39,
13:10:54:9, 2851, 273, 4674693, 39,
13:10:54:9, 2852, 256, 4887672, 39,
13:10:54:9, 2853, 258, 4525006, 39,
13:10:55:0, 2854, 236, 4619060, 39,
13:10:55:0, 2855, 237, 4421042, 39,
13:10:55:0, 2856, 270, 4265622, 39,
13:10:55:0, 2857, 330, 4462303, 39,
13:10:55:0, 2858, 237, 4359841, 39,
13:10:55:0, 2859, 264, 4664239, 39,
13:10:55:0, 2860, 269, 4239645, 39,
13:10:55:0, 2861, 222, 4220055, 39,
13:10:55:0, 2862, 276, 4371572, 39,
13:10:55:0, 2863, 253, 4090269, 39,
13:10:55:0, 2864, 330, 4235992, 39,
13:10:55:1, 2865, 243, 4131017, 39,
13:10:55:1, 2866, 271, 4251653, 39,
13:10:55:1, 2867, 212, 4103770, 39,
13:10:55:1, 2868, 254, 4295622, 39,
13:10:55:1, 2869, 222, 4083669, 39,
13:10:55:1, 2870, 243, 4651703, 39,
13:10:55:1, 2871, 347, 5088906, 39,
13:10:55:1, 2872, 247, 4641186, 39,
13:10:55:1, 2873, 255, 4435609, 39,
13:10:55:1, 2874, 285, 4605768, 39,
13:10:55:2, 2875, 316, 4547082, 39,
13:10:55:2, 2876, 288, 4511992, 39,
13:10:55:2, 2877, 266, 4664250, 39,
13:10:55:2, 2878, 274, 4324858, 39,
13:10:55:2, 2879, 226, 4551793, 39,
13:10:55:2, 2880, 236, 4511681, 39,
13:10:55:2, 2881, 340, 5023829, 39,
13:10:55:2, 2882, 269, 4483312, 39,
13:10:55:2, 2883, 270, 4323520, 39,
13:10:55:3, 2884, 252, 4233281, 39,
13:10:55:3, 2885, 240, 4348285, 39,
13:10:55:3, 2886, 245, 4201602, 39,
13:10:55:3, 2887, 233, 4098874, 39,
13:10:55:3, 2888, 237, 4263748, 39,
13:10:55:3, 2889, 219, 4120340, 39,
13:10:55:3, 2890, 232, 4313884, 39,
13:10:55:3, 2891, 234, 4107914, 39,
13:10:55:3, 2892, 259, 4374121, 39,
13:10:55:3, 2893, 238, 4395065, 39,
13:10:55:4, 2894, 234, 4508274, 39,
13:10:55:4, 2895, 261, 4426186, 39,
13:10:55:4, 2896, 289, 4359524, 39,
13:10:55:4, 2897, 238, 4358144, 39,
13:10:55:4, 2898, 215, 4335034, 39,
13:10:55:4, 2899, 256, 4475798, 39,
13:10:55:4, 2900, 269, 5144646, 39,
13:10:55:4, 2901, 252, 4426037, 39,
13:10:55:4, 2902, 307, 4531413, 39,
13:10:55:4, 2903, 280, 4591924, 39,
13:10:55:4, 2904, 220, 4276043, 39,
13:10:55:5, 2905, 249, 4364992, 39,
13:10:55:5, 2906, 226, 4310389, 39,
13:10:55:5, 2907, 251, 4522881, 39,
13:10:55:5, 2908, 347, 4901372, 39,
13:10:55:5, 2909, 264, 4601795, 39,
13:10:55:5, 2910, 243, 4467193, 39,
13:10:55:5, 2911, 235, 4444393, 39,
13:10:55:5, 2912, 218, 4274230, 39,
13:10:55:5, 2913, 266, 4127940, 39,
13:10:55:5, 2914, 251, 4330758, 39,
13:10:55:6, 2915, 251, 4241129, 39,
13:10:55:6, 2916, 273, 4305923, 39,
13:10:55:6, 2917, 264, 4264908, 39,
13:10:55:6, 2918, 269, 4264398, 39,
13:10:55:6, 2919, 266, 4114893, 39,
13:10:55:6, 2920, 339, 4773027, 39,
13:10:55:6, 2921, 367, 5057633, 39,
13:10:55:6, 2922, 255, 4548170, 39,
13:10:55:6, 2923, 256, 4366547, 39,
13:10:55:7, 2924, 269, 4411646, 39,
13:10:55:7, 2925, 239, 4749767, 39,
13:10:55:7, 2926, 215, 4358904, 39,
13:10:55:7, 2927, 282, 4527724, 39,
13:10:55:7, 2928, 275, 4355903, 39,
13:10:55:7, 2929, 265, 4398307, 39,
13:10:55:7, 2930, 274, 4442401, 39,
13:10:55:7, 2931, 245, 4508561, 39,
13:10:55:7, 2932, 233, 4416001, 39,
13:10:55:7, 2933, 244, 4554601, 39,
13:10:55:8, 2934, 248, 4253100, 39,
13:10:55:8, 2935, 261, 4569092, 39,
13:10:55:8, 2936, 265, 4550726, 39,
13:10:55:8, 2937, 252, 4576700, 39,
13:10:55:8, 2938, 245, 4671086, 39,
13:10:55:8, 2939, 259, 4746395, 39,
13:10:55:8, 2940, 242, 4191039, 39,
13:10:55:8, 2941, 317, 4586956, 39,
13:10:55:8, 2942, 258, 4299785, 39,
13:10:55:8, 2943, 217, 4229746, 39,
13:10:55:8, 2944, 258, 4026050, 39,
13:10:55:9, 2945, 244, 4517565, 39,
13:10:55:9, 2946, 243, 4424726, 39,
13:10:55:9, 2947, 252, 4435779, 39,
13:10:55:9, 2948, 232, 4428405, 39,
13:10:55:9, 2949, 294, 4318446, 39,
13:10:55:9, 2950, 267, 4545769, 39,
13:10:55:9, 2951, 244, 4362225, 39,
13:10:55:9, 2952, 240, 4424818, 39,
13:10:55:9, 2953, 239, 4426801, 39,
13:10:56:0, 2954, 281, 4771089, 39,
13:10:56:0, 2955, 255, 4812386, 39,
13:10:56:0, 2956, 250, 4491417, 39,
13:10:56:0, 2957, 298, 4227037, 39,
13:10:56:0, 2958, 242, 4597443, 39,
13:10:56:0, 2959, 211, 4270841, 39,
13:10:56:0, 2960, 249, 4408844, 39,
13:10:56:0, 2961, 242, 4465630, 39,
13:10:56:0, 2962, 265, 4386480, 39,
13:10:56:0, 2963, 273, 4393218, 39,
13:10:56:1, 2964, 285, 4478472, 39,
13:10:56:1, 2965, 264, 4330967, 39,
13:10:56:1, 2966, 275, 4434577, 39,
13:10:56:1, 2967, 267, 4340878, 39,
13:10:56:1, 2968, 226, 4277352, 39,
13:10:56:1, 2969, 243, 4090564, 39,
13:10:56:1, 2970, 259, 4290931, 39,
13:10:56:1, 2971, 263, 4467863, 39,
13:10:56:1, 2972, 237, 4238570, 39,
13:10:56:1, 2973, 250, 4187711, 39,
13:10:56:1, 2974, 214, 4024348, 39,
13:10:56:2, 2975, 294, 4270335, 39,
13:10:56:2, 2976, 258, 4349451, 39,
13:10:56:2, 2977, 419, 5565161, 78,
13:10:56:2, 2978, 217, 4327691, 39,
13:10:56:2, 2979, 252, 4572487, 39,
13:10:56:2, 2980, 215, 4361580, 39,
13:10:56:2, 2981, 268, 4209598, 39,
13:10:56:2, 2982, 270, 4876348, 39,
13:10:56:2, 2983, 270, 4580355, 39,
13:10:56:2, 2984, 261, 4479057, 39,
13:10:56:3, 2985, 242, 4437426, 39,
13:10:56:3, 2986, 323, 5214554, 39,
13:10:56:3, 2987, 260, 4635025, 39,
13:10:56:3, 2988, 270, 4660534, 39,
13:10:56:3, 2989, 256, 4526377, 39,
13:10:56:3, 2990, 306, 4520324, 39,
13:10:56:3, 2991, 252, 4436740, 39,
13:10:56:3, 2992, 263, 4271082, 39,
13:10:56:3, 2993, 233, 4421316, 39,
13:10:56:3, 2994, 256, 4406196, 39,
13:10:56:4, 2995, 240, 4170986, 39,
13:10:56:4, 2996, 212, 4354000, 39,
13:10:56:4, 2997, 238, 4141499, 39,
13:10:56:4, 2998, 270, 4128574, 39,
13:10:56:4, 2999, 228, 4370599, 39,
13:10:56:4, 3000, 264, 4447828, 39,
13:10:56:4, 3001, 244, 4452986, 39,
13:10:56:4, 3002, 235, 4283623, 39,
13:10:56:4, 3003, 229, 4330458, 39,
13:10:56:4, 3004, 261, 4431164, 39,
13:10:56:5, 3005, 267, 4780301, 39,
13:10:56:5, 3006, 253, 4281392, 39,
13:10:56:5, 3007, 275, 4486631, 39,
13:10:56:5, 3008, 319, 4690885, 39,
13:10:56:5, 3009, 224, 4457758, 39,
13:10:56:5, 3010, 257, 4313960, 39,
13:10:56:5, 3011, 228, 4329763, 39,
13:10:56:5, 3012, 281, 4473372, 39,
13:10:56:5, 3013, 264, 4212754, 39,
13:10:56:6, 3014, 255, 4422187, 39,
13:10:56:6, 3015, 259, 4787991, 39,
13:10:56:6, 3016, 274, 4628885, 39,
13:10:56:6, 3017, 242, 4494299, 39,
13:10:56:6, 3018, 331, 4639782, 39,
13:10:56:6, 3019, 322, 4544153, 39,
13:10:56:6, 3020, 227, 4479983, 39,
13:10:56:6, 3021, 241, 4474788, 39,
13:10:56:6, 3022, 306, 4760771, 39,
13:10:56:6, 3023, 557, 5916160, 78,
13:10:56:7, 3024, 248, 4339358, 39,
13:10:56:7, 3025, 283, 4521557, 39,
13:10:56:7, 3026, 317, 4394735, 39,
13:10:56:7, 3027, 259, 4616321, 39,
13:10:56:7, 3028, 263, 4199347, 39,
13:10:56:7, 3029, 253, 4247544, 39,
13:10:56:7, 3030, 252, 4353341, 39,
13:10:56:7, 3031, 281, 4801476, 39,
13:10:56:7, 3032, 227, 4363327, 39,
13:10:56:7, 3033, 255, 4248300, 39,
13:10:56:8, 3034, 286, 4346075, 39,
13:10:56:8, 3035, 324, 5112441, 39,
13:10:56:8, 3036, 287, 4398359, 39,
13:10:56:8, 3037, 242, 4419413, 39,
13:10:56:8, 3038, 260, 4345589, 39,
13:10:56:8, 3039, 270, 4460640, 39,
13:10:56:8, 3040, 233, 4544555, 39,
13:10:56:8, 3041, 227, 4255584, 39,
13:10:56:8, 3042, 297, 4541127, 39,
13:10:56:8, 3043, 241, 4398385, 39,
13:10:56:8, 3044, 269, 4358497, 39,
13:10:56:9, 3045, 239, 4182803, 39,
13:10:56:9, 3046, 298, 4399801, 39,
13:10:56:9, 3047, 224, 4248302, 39,
13:10:56:9, 3048, 248, 4250648, 39,
13:10:56:9, 3049, 226, 4173083, 39,
13:10:56:9, 3050, 233, 4369884, 39,
13:10:56:9, 3051, 273, 4487143, 39,
13:10:56:9, 3052, 242, 4219192, 39,
13:10:56:9, 3053, 234, 4307892, 39,
13:10:56:9, 3054, 239, 4386566, 39,
13:10:57:0, 3055, 225, 4221728, 39,
13:10:57:0, 3056, 270, 4310469, 39,
13:10:57:0, 3057, 244, 4200215, 39,
13:10:57:0, 3058, 270, 4693679, 39,
13:10:57:0, 3059, 244, 4342205, 39,
13:10:57:0, 3060, 272, 4548868, 39,
13:10:57:0, 3061, 291, 4550562, 39,
13:10:57:0, 3062, 267, 4181496, 39,
13:10:57:0, 3063, 250, 4455200, 39,
13:10:57:1, 3064, 293, 4480250, 39,
13:10:57:1, 3065, 307, 4658640, 39,
13:10:57:1, 3066, 250, 4391382, 39,
13:10:57:1, 3067, 249, 4352057, 39,
13:10:57:1, 3068, 210, 4373811, 39,
13:10:57:1, 3069, 248, 4376428, 39,
13:10:57:1, 3070, 263, 4468976, 39,
13:10:57:1, 3071, 226, 4184225, 39,
13:10:57:1, 3072, 240, 4467655, 39,
13:10:57:1, 3073, 292, 4801824, 39,
13:10:57:2, 3074, 262, 4585734, 39,
13:10:57:2, 3075, 209, 4330732, 39,
13:10:57:2, 3076, 327, 4256322, 39,
13:10:57:2, 3077, 239, 4434901, 39,
13:10:57:2, 3078, 248, 4614040, 39,
13:10:57:2, 3079, 290, 4667677, 39,
13:10:57:2, 3080, 259, 4092532, 39,
13:10:57:2, 3081, 266, 4326371, 39,
13:10:57:2, 3082, 244, 4413650, 39,
13:10:57:2, 3083, 240, 4392665, 39,
13:10:57:3, 3084, 232, 4239664, 39,
13:10:57:3, 3085, 309, 5403353, 78,
13:10:57:3, 3086, 355, 4348323, 39,
13:10:57:3, 3087, 532, 8397953, 117,
13:10:57:3, 3088, 377, 5548980, 78,
13:10:57:3, 3089, 339, 5235204, 39,
13:10:57:3, 3090, 316, 4595311, 39,
13:10:57:3, 3091, 309, 4977667, 39,
13:10:57:3, 3092, 283, 4650423, 39,
13:10:57:3, 3093, 323, 4811018, 39,
13:10:57:4, 3094, 229, 4323833, 39,
13:10:57:4, 3095, 289, 4588262, 39,
13:10:57:4, 3096, 227, 4495866, 39,
13:10:57:4, 3097, 272, 4521708, 39,
13:10:57:4, 3098, 247, 4492779, 39,
13:10:57:4, 3099, 243, 4394601, 39,
13:10:57:4, 3100, 285, 4503948, 39,
13:10:57:4, 3101, 230, 4262016, 39,
13:10:57:4, 3102, 242, 4248906, 39,
13:10:57:4, 3103, 238, 4550731, 39,
13:10:57:4, 3104, 251, 4593664, 39,
13:10:57:5, 3105, 253, 4331147, 39,
13:10:57:5, 3106, 226, 4417998, 39,
13:10:57:5, 3107, 250, 4374979, 39,
13:10:57:5, 3108, 264, 4321614, 39,
13:10:57:5, 3109, 225, 4292440, 39,
13:10:57:5, 3110, 226, 4451343, 39,
13:10:57:5, 3111, 280, 4333257, 39,
13:10:57:5, 3112, 227, 4077600, 39,
13:10:57:5, 3113, 261, 4241025, 39,
13:10:57:5, 3114, 313, 4370243, 39,
13:10:57:6, 3115, 272, 4455220, 39,
13:10:57:6, 3116, 268, 4560605, 39,
13:10:57:6, 3117, 267, 4244548, 39,
13:10:57:6, 3118, 218, 4079112, 39,
13:10:57:6, 3119, 300, 4806733, 39,
13:10:57:6, 3120, 311, 4306034, 39,
13:10:57:6, 3121, 245, 4628379, 39,
13:10:57:6, 3122, 248, 4389788, 39,
13:10:57:6, 3123, 295, 4837386, 39,
13:10:57:6, 3124, 215, 4343421, 39,
13:10:57:7, 3125, 249, 4438910, 39,
13:10:57:7, 3126, 223, 4160172, 39,
13:10:57:7, 3127, 226, 4371258, 39,
13:10:57:7, 3128, 242, 4489484, 39,
13:10:57:7, 3129, 251, 4452348, 39,
13:10:57:7, 3130, 300, 5005891, 39,
13:10:57:7, 3131, 254, 4408443, 39,
13:10:57:7, 3132, 280, 4471997, 39,
13:10:57:7, 3133, 236, 4377572, 39,
13:10:57:8, 3134, 252, 4464238, 39,
13:10:57:8, 3135, 279, 4368207, 39,
13:10:57:8, 3136, 234, 4388377, 39,
13:10:57:8, 3137, 365, 4254781, 39,
13:10:57:8, 3138, 263, 4290915, 39,
13:10:57:8, 3139, 302, 4529055, 39,
13:10:57:8, 3140, 242, 4185668, 39,
13:10:57:8, 3141, 229, 4346724, 39,
13:10:57:8, 3142, 275, 4286333, 39,
13:10:57:8, 3143, 225, 4356232, 39,
13:10:57:9, 3144, 227, 4195717, 39,
13:10:57:9, 3145, 276, 4360148, 39,
13:10:57:9, 3146, 242, 4353888, 39,
13:10:57:9, 3147, 217, 4436774, 39,
13:10:57:9, 3148, 231, 4465401, 39,
13:10:57:9, 3149, 285, 4522139, 39,
13:10:57:9, 3150, 263, 4321294, 39,
13:10:57:9, 3151, 287, 4306779, 39,
13:10:57:9, 3152, 326, 4406867, 39,
13:10:57:9, 3153, 276, 4605817, 39,
13:10:57:9, 3154, 237, 4290870, 39,
13:10:58:0, 3155, 285, 4698210, 39,
13:10:58:0, 3156, 288, 4154985, 39,
13:10:58:0, 3157, 261, 4546429, 39,
13:10:58:0, 3158, 330, 4498614, 39,
13:10:58:0, 3159, 262, 4370519, 39,
13:10:58:0, 3160, 244, 4394090, 39,
13:10:58:0, 3161, 240, 4547036, 39,
13:10:58:0, 3162, 297, 4301018, 39,
13:10:58:0, 3163, 300, 4356910, 39,
13:10:58:0, 3164, 235, 4227281, 39,
13:10:58:1, 3165, 272, 4253870, 39,
13:10:58:1, 3166, 261, 4273198, 39,
13:10:58:1, 3167, 237, 4272224, 39,
13:10:58:1, 3168, 233, 4467413, 39,
13:10:58:1, 3169, 280, 4618817, 39,
13:10:58:1, 3170, 310, 4445436, 39,
13:10:58:1, 3171, 225, 4486194, 39,
13:10:58:1, 3172, 276, 4936870, 39,
13:10:58:1, 3173, 245, 4401294, 39,
13:10:58:2, 3174, 240, 4417395, 39,
13:10:58:2, 3175, 276, 4431533, 39,
13:10:58:2, 3176, 259, 4505933, 39,
13:10:58:2, 3177, 259, 4647267, 39,
13:10:58:2, 3178, 243, 4150062, 39,
13:10:58:2, 3179, 331, 5541385, 78,
13:10:58:2, 3180, 266, 4515118, 39,
13:10:58:2, 3181, 262, 4533726, 39,
13:10:58:2, 3182, 250, 4443217, 39,
13:10:58:2, 3183, 265, 4480048, 39,
13:10:58:3, 3184, 242, 4380780, 39,
13:10:58:3, 3185, 344, 5681003, 78,
13:10:58:3, 3186, 245, 4408668, 39,
13:10:58:3, 3187, 233, 4335201, 39,
13:10:58:3, 3188, 255, 4424264, 39,
13:10:58:3, 3189, 237, 4360881, 39,
13:10:58:3, 3190, 258, 4661443, 39,
13:10:58:3, 3191, 267, 4538706, 39,
13:10:58:3, 3192, 278, 4465196, 39,
13:10:58:3, 3193, 220, 4058756, 39,
13:10:58:4, 3194, 258, 4200783, 39,
13:10:58:4, 3195, 297, 4840921, 39,
13:10:58:4, 3196, 547, 5403951, 78,
13:10:58:4, 3197, 494, 5836469, 78,
13:10:58:4, 3198, 236, 4328760, 39,
13:10:58:4, 3199, 236, 4336944, 39,
13:10:58:4, 3200, 300, 4418037, 39,
13:10:58:4, 3201, 255, 4295122, 39,
13:10:58:4, 3202, 279, 4590310, 39,
13:10:58:4, 3203, 226, 4250242, 39,
13:10:58:4, 3204, 286, 4461225, 39,
13:10:58:5, 3205, 263, 4500980, 39,
13:10:58:5, 3206, 253, 4512111, 39,
13:10:58:5, 3207, 260, 4484481, 39,
13:10:58:5, 3208, 300, 5102847, 39,
13:10:58:5, 3209, 287, 5058634, 39,
13:10:58:5, 3210, 231, 4730454, 39,
13:10:58:5, 3211, 255, 4482968, 39,
13:10:58:5, 3212, 260, 4323363, 39,
13:10:58:5, 3213, 260, 4435514, 39,
13:10:58:6, 3214, 220, 4457604, 39,
13:10:58:6, 3215, 217, 4407701, 39,
13:10:58:6, 3216, 233, 4247209, 39,
13:10:58:6, 3217, 270, 4158458, 39,
13:10:58:6, 3218, 247, 4072933, 39,
13:10:58:6, 3219, 209, 4158535, 39,
13:10:58:6, 3220, 237, 4240506, 39,
13:10:58:6, 3221, 251, 4406555, 39,
13:10:58:6, 3222, 262, 4407723, 39,
13:10:58:6, 3223, 253, 4251060, 39,
13:10:58:7, 3224, 349, 4768348, 39,
13:10:58:7, 3225, 254, 4309960, 39,
13:10:58:7, 3226, 275, 4419446, 39,
13:10:58:7, 3227, 251, 4685599, 39,
13:10:58:7, 3228, 271, 4556888, 39,
13:10:58:7, 3229, 233, 4210219, 39,
13:10:58:7, 3230, 293, 4597879, 39,
13:10:58:7, 3231, 225, 4246541, 39,
13:10:58:7, 3232, 268, 4551925, 39,
13:10:58:7, 3233, 373, 5364020, 78,
13:10:58:7, 3234, 259, 4446101, 39,
13:10:58:8, 3235, 256, 4545067, 39,
13:10:58:8, 3236, 244, 4013856, 39,
13:10:58:8, 3237, 308, 4629102, 39,
13:10:58:8, 3238, 235, 4324943, 39,
13:10:58:8, 3239, 260, 4593426, 39,
13:10:58:8, 3240, 264, 4214068, 39,
13:10:58:8, 3241, 274, 4393263, 39,
13:10:58:8, 3242, 279, 4582628, 39,
13:10:58:8, 3243, 265, 4491859, 39,
13:10:58:8, 3244, 273, 4787356, 39,
13:10:58:9, 3245, 250, 4463314, 39,
13:10:58:9, 3246, 250, 4148265, 39,
13:10:58:9, 3247, 269, 4276552, 39,
13:10:58:9, 3248, 225, 4146411, 39,
13:10:58:9, 3249, 219, 4045493, 39,
13:10:58:9, 3250, 256, 4345618, 39,
13:10:58:9, 3251, 266, 4327211, 39,
13:10:58:9, 3252, 251, 4349321, 39,
13:10:58:9, 3253, 266, 4216555, 39,
13:10:59:0, 3254, 421, 5735390, 78,
13:10:59:0, 3255, 255, 4441898, 39,
13:10:59:0, 3256, 234, 4369963, 39,
13:10:59:0, 3257, 377, 5853078, 78,
13:10:59:0, 3258, 217, 4447150, 39,
