21/06/11/ 13:10:26
Gain= 20dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:10:39:1, 1274, 280, 4608507, 39,
13:10:39:2, 1275, 308, 4533848, 39,
13:10:39:2, 1276, 408, 4850333, 39,
13:10:39:2, 1277, 368, 4792620, 39,
13:10:39:2, 1278, 225, 4274993, 39,
13:10:39:2, 1279, 338, 4573947, 39,
13:10:39:2, 1280, 244, 4365992, 39,
13:10:39:2, 1281, 275, 4277748, 39,
13:10:39:2, 1282, 281, 4414667, 39,
13:10:39:2, 1283, 217, 4112130, 39,
13:10:39:2, 1284, 223, 4078302, 39,
13:10:39:3, 1285, 291, 4317741, 39,
13:10:39:3, 1286, 223, 4317626, 39,
13:10:39:3, 1287, 228, 3972850, 39,
13:10:39:3, 1288, 238, 4297941, 39,
13:10:39:3, 1289, 235, 4167810, 39,
13:10:39:3, 1290, 277, 4474841, 39,
13:10:39:3, 1291, 234, 4353467, 39,
13:10:39:3, 1292, 240, 4535925, 39,
13:10:39:3, 1293, 253, 4822170, 39,
13:10:39:3, 1294, 283, 4567329, 39,
13:10:39:4, 1295, 266, 4418447, 39,
13:10:39:4, 1296, 264, 4541977, 39,
13:10:39:4, 1297, 406, 5335692, 78,
13:10:39:4, 1298, 297, 5276183, 39,
13:10:39:4, 1299, 261, 4304348, 39,
13:10:39:4, 1300, 290, 4633486, 39,
13:10:39:4, 1301, 269, 4158084, 39,
13:10:39:4, 1302, 237, 4527544, 39,
13:10:39:4, 1303, 242, 4700109, 39,
13:10:39:4, 1304, 214, 4257332, 39,
13:10:39:5, 1305, 239, 4319544, 39,
13:10:39:5, 1306, 234, 4408895, 39,
13:10:39:5, 1307, 240, 4418461, 39,
13:10:39:5, 1308, 236, 4311316, 39,
13:10:39:5, 1309, 283, 4449045, 39,
13:10:39:5, 1310, 244, 4547124, 39,
13:10:39:5, 1311, 241, 4535100, 39,
13:10:39:5, 1312, 237, 4355623, 39,
13:10:39:5, 1313, 220, 4191779, 39,
13:10:39:5, 1314, 284, 4248821, 39,
13:10:39:6, 1315, 238, 4301989, 39,
13:10:39:6, 1316, 262, 4374468, 39,
13:10:39:6, 1317, 240, 4287553, 39,
13:10:39:6, 1318, 257, 4385956, 39,
13:10:39:6, 1319, 258, 4460773, 39,
13:10:39:6, 1320, 250, 4086190, 39,
13:10:39:6, 1321, 357, 6387074, 78,
13:10:39:6, 1322, 278, 4648381, 39,
13:10:39:6, 1323, 243, 4471341, 39,
13:10:39:7, 1324, 236, 4372278, 39,
13:10:39:7, 1325, 236, 4277155, 39,
13:10:39:7, 1326, 281, 4606452, 39,
13:10:39:7, 1327, 241, 4176932, 39,
13:10:39:7, 1328, 305, 4968356, 39,
13:10:39:7, 1329, 248, 4445252, 39,
13:10:39:7, 1330, 234, 4527473, 39,
13:10:39:7, 1331, 231, 4603433, 39,
13:10:39:7, 1332, 303, 4871214, 39,
13:10:39:7, 1333, 273, 4601672, 39,
13:10:39:8, 1334, 258, 4427240, 39,
13:10:39:8, 1335, 248, 4358942, 39,
13:10:39:8, 1336, 221, 4256994, 39,
13:10:39:8, 1337, 218, 4170865, 39,
13:10:39:8, 1338, 239, 4320338, 39,
13:10:39:8, 1339, 255, 4337127, 39,
13:10:39:8, 1340, 223, 4302548, 39,
13:10:39:8, 1341, 244, 4212257, 39,
13:10:39:8, 1342, 259, 4485999, 39,
13:10:39:8, 1343, 237, 4257647, 39,
13:10:39:8, 1344, 286, 4821630, 39,
13:10:39:9, 1345, 241, 4240641, 39,
13:10:39:9, 1346, 267, 4316901, 39,
13:10:39:9, 1347, 239, 4203582, 39,
13:10:39:9, 1348, 295, 4619376, 39,
13:10:39:9, 1349, 391, 4939101, 39,
13:10:39:9, 1350, 259, 4487230, 39,
13:10:39:9, 1351, 449, 5136615, 39,
13:10:39:9, 1352, 261, 4723422, 39,
13:10:39:9, 1353, 212, 4107351, 39,
13:10:39:9, 1354, 306, 4817320, 39,
13:10:40:0, 1355, 268, 4448217, 39,
13:10:40:0, 1356, 242, 4851145, 39,
13:10:40:0, 1357, 260, 4335470, 39,
13:10:40:0, 1358, 272, 4434943, 39,
13:10:40:0, 1359, 239, 4286768, 39,
13:10:40:0, 1360, 281, 4473700, 39,
13:10:40:0, 1361, 220, 4362618, 39,
13:10:40:0, 1362, 219, 4305678, 39,
13:10:40:0, 1363, 228, 4383102, 39,
13:10:40:1, 1364, 245, 4083477, 39,
13:10:40:1, 1365, 249, 4626282, 39,
13:10:40:1, 1366, 239, 4194908, 39,
13:10:40:1, 1367, 276, 4444376, 39,
13:10:40:1, 1368, 250, 4235571, 39,
13:10:40:1, 1369, 233, 4395669, 39,
13:10:40:1, 1370, 236, 4009495, 39,
13:10:40:1, 1371, 253, 4426350, 39,
13:10:40:1, 1372, 266, 4226268, 39,
13:10:40:1, 1373, 266, 4433077, 39,
13:10:40:1, 1374, 245, 4105892, 39,
13:10:40:2, 1375, 243, 4228636, 39,
13:10:40:2, 1376, 247, 4366757, 39,
13:10:40:2, 1377, 233, 4387078, 39,
13:10:40:2, 1378, 253, 4648496, 39,
13:10:40:2, 1379, 257, 4523147, 39,
13:10:40:2, 1380, 334, 5815352, 78,
13:10:40:2, 1381, 245, 4454535, 39,
13:10:40:2, 1382, 234, 4404750, 39,
13:10:40:2, 1383, 259, 4190526, 39,
13:10:40:3, 1384, 312, 4668896, 39,
13:10:40:3, 1385, 299, 4440077, 39,
13:10:40:3, 1386, 243, 4340688, 39,
13:10:40:3, 1387, 270, 4376987, 39,
13:10:40:3, 1388, 250, 4379452, 39,
13:10:40:3, 1389, 267, 4363749, 39,
13:10:40:3, 1390, 259, 4522458, 39,
13:10:40:3, 1391, 228, 4353722, 39,
13:10:40:3, 1392, 256, 4361364, 39,
13:10:40:3, 1393, 247, 4389138, 39,
13:10:40:4, 1394, 250, 4256823, 39,
13:10:40:4, 1395, 229, 4397908, 39,
13:10:40:4, 1396, 233, 4124243, 39,
13:10:40:4, 1397, 267, 4163704, 39,
13:10:40:4, 1398, 215, 4154216, 39,
13:10:40:4, 1399, 233, 4279937, 39,
13:10:40:4, 1400, 278, 4019102, 39,
13:10:40:4, 1401, 259, 4550461, 39,
13:10:40:4, 1402, 273, 4375715, 39,
13:10:40:4, 1403, 261, 4626964, 39,
13:10:40:4, 1404, 281, 4573118, 39,
13:10:40:5, 1405, 240, 4374786, 39,
13:10:40:5, 1406, 268, 4511465, 39,
13:10:40:5, 1407, 278, 4614860, 39,
13:10:40:5, 1408, 260, 4721584, 39,
13:10:40:5, 1409, 237, 4466233, 39,
13:10:40:5, 1410, 263, 4775626, 39,
13:10:40:5, 1411, 246, 4262662, 39,
13:10:40:5, 1412, 237, 4421270, 39,
13:10:40:5, 1413, 257, 4084249, 39,
13:10:40:5, 1414, 247, 4692999, 39,
13:10:40:6, 1415, 318, 5280577, 39,
13:10:40:6, 1416, 256, 4321221, 39,
13:10:40:6, 1417, 304, 4763814, 39,
13:10:40:6, 1418, 232, 4336616, 39,
13:10:40:6, 1419, 230, 4489128, 39,
13:10:40:6, 1420, 256, 4357228, 39,
13:10:40:6, 1421, 254, 4361287, 39,
13:10:40:6, 1422, 266, 4332850, 39,
13:10:40:6, 1423, 231, 4314466, 39,
13:10:40:7, 1424, 243, 4371162, 39,
13:10:40:7, 1425, 248, 4275243, 39,
13:10:40:7, 1426, 236, 4148201, 39,
13:10:40:7, 1427, 247, 4242583, 39,
13:10:40:7, 1428, 248, 4664167, 39,
13:10:40:7, 1429, 240, 4797401, 39,
13:10:40:7, 1430, 245, 4342072, 39,
13:10:40:7, 1431, 274, 4551857, 39,
13:10:40:7, 1432, 210, 4049188, 39,
13:10:40:7, 1433, 256, 4343243, 39,
13:10:40:7, 1434, 228, 4271435, 39,
13:10:40:8, 1435, 287, 4498666, 39,
13:10:40:8, 1436, 303, 4400074, 39,
13:10:40:8, 1437, 256, 4617438, 39,
13:10:40:8, 1438, 305, 4680664, 39,
13:10:40:8, 1439, 300, 4519190, 39,
13:10:40:8, 1440, 241, 4488669, 39,
13:10:40:8, 1441, 278, 4552301, 39,
13:10:40:8, 1442, 287, 4598139, 39,
13:10:40:8, 1443, 243, 4457534, 39,
13:10:40:8, 1444, 283, 4511805, 39,
13:10:40:9, 1445, 317, 4742113, 39,
13:10:40:9, 1446, 238, 4760119, 39,
13:10:40:9, 1447, 295, 5180606, 39,
13:10:40:9, 1448, 256, 4385012, 39,
13:10:40:9, 1449, 305, 4437017, 39,
13:10:40:9, 1450, 234, 4186630, 39,
13:10:40:9, 1451, 223, 4123289, 39,
13:10:40:9, 1452, 257, 4611390, 39,
13:10:40:9, 1453, 251, 4664441, 39,
13:10:40:9, 1454, 226, 4244585, 39,
13:10:41:0, 1455, 348, 5122362, 39,
13:10:41:0, 1456, 253, 4898702, 39,
13:10:41:0, 1457, 228, 4532704, 39,
13:10:41:0, 1458, 273, 4211276, 39,
13:10:41:0, 1459, 309, 5570641, 78,
13:10:41:0, 1460, 267, 4650796, 39,
13:10:41:0, 1461, 297, 4257341, 39,
13:10:41:0, 1462, 298, 4740336, 39,
13:10:41:0, 1463, 266, 4510677, 39,
13:10:41:1, 1464, 235, 4324377, 39,
13:10:41:1, 1465, 234, 4358283, 39,
13:10:41:1, 1466, 231, 4162306, 39,
13:10:41:1, 1467, 264, 4635158, 39,
13:10:41:1, 1468, 223, 4231211, 39,
13:10:41:1, 1469, 261, 4417380, 39,
13:10:41:1, 1470, 327, 4483952, 39,
13:10:41:1, 1471, 245, 4604777, 39,
13:10:41:1, 1472, 297, 4767079, 39,
13:10:41:1, 1473, 251, 4396869, 39,
13:10:41:2, 1474, 262, 4361317, 39,
13:10:41:2, 1475, 265, 4331388, 39,
13:10:41:2, 1476, 246, 4620085, 39,
13:10:41:2, 1477, 245, 4166046, 39,
13:10:41:2, 1478, 262, 4558896, 39,
13:10:41:2, 1479, 252, 4223521, 39,
13:10:41:2, 1480, 271, 4426119, 39,
13:10:41:2, 1481, 230, 4133519, 39,
13:10:41:2, 1482, 250, 4274292, 39,
13:10:41:2, 1483, 283, 4570488, 39,
13:10:41:2, 1484, 220, 4469674, 39,
13:10:41:3, 1485, 279, 5346580, 39,
13:10:41:3, 1486, 284, 4621318, 39,
13:10:41:3, 1487, 234, 4707980, 39,
13:10:41:3, 1488, 278, 4219968, 39,
13:10:41:3, 1489, 249, 4574269, 39,
13:10:41:3, 1490, 243, 4284822, 39,
13:10:41:3, 1491, 244, 4414331, 39,
13:10:41:3, 1492, 275, 4187350, 39,
13:10:41:3, 1493, 229, 4648366, 39,
13:10:41:4, 1494, 242, 4359764, 39,
13:10:41:4, 1495, 276, 5019922, 39,
13:10:41:4, 1496, 258, 4381959, 39,
13:10:41:4, 1497, 271, 4593290, 39,
13:10:41:4, 1498, 242, 4561812, 39,
13:10:41:4, 1499, 269, 4645326, 39,
13:10:41:4, 1500, 239, 4196649, 39,
13:10:41:4, 1501, 258, 4395891, 39,
13:10:41:4, 1502, 267, 4281396, 39,
13:10:41:4, 1503, 281, 4478652, 39,
13:10:41:5, 1504, 397, 4911716, 39,
13:10:41:5, 1505, 300, 5210393, 39,
13:10:41:5, 1506, 279, 4375345, 39,
13:10:41:5, 1507, 295, 4579105, 39,
13:10:41:5, 1508, 263, 4208037, 39,
13:10:41:5, 1509, 240, 4260090, 39,
13:10:41:5, 1510, 323, 4578448, 39,
13:10:41:5, 1511, 316, 4627558, 39,
13:10:41:5, 1512, 277, 4782206, 39,
13:10:41:5, 1513, 245, 4645382, 39,
13:10:41:5, 1514, 236, 4702521, 39,
13:10:41:6, 1515, 247, 4467689, 39,
13:10:41:6, 1516, 288, 4338949, 39,
13:10:41:6, 1517, 258, 4235747, 39,
13:10:41:6, 1518, 302, 4239820, 39,
13:10:41:6, 1519, 338, 4765693, 39,
13:10:41:6, 1520, 286, 4345165, 39,
13:10:41:6, 1521, 269, 4448168, 39,
13:10:41:6, 1522, 409, 5944463, 78,
13:10:41:6, 1523, 247, 4498677, 39,
13:10:41:6, 1524, 308, 4522280, 39,
13:10:41:7, 1525, 308, 4486564, 39,
13:10:41:7, 1526, 332, 5878506, 78,
13:10:41:7, 1527, 228, 4327814, 39,
13:10:41:7, 1528, 280, 4598269, 39,
13:10:41:7, 1529, 281, 4735690, 39,
13:10:41:7, 1530, 258, 4484948, 39,
13:10:41:7, 1531, 228, 4275505, 39,
13:10:41:7, 1532, 226, 4402013, 39,
13:10:41:7, 1533, 294, 4445505, 39,
13:10:41:7, 1534, 231, 4343948, 39,
13:10:41:8, 1535, 248, 4435938, 39,
13:10:41:8, 1536, 283, 4452192, 39,
13:10:41:8, 1537, 257, 4186743, 39,
13:10:41:8, 1538, 238, 4276885, 39,
13:10:41:8, 1539, 236, 4662265, 39,
13:10:41:8, 1540, 283, 4860315, 39,
13:10:41:8, 1541, 225, 4431766, 39,
13:10:41:8, 1542, 234, 4320117, 39,
13:10:41:8, 1543, 258, 4539212, 39,
13:10:41:9, 1544, 263, 4192835, 39,
13:10:41:9, 1545, 300, 4896570, 39,
13:10:41:9, 1546, 256, 4446177, 39,
13:10:41:9, 1547, 299, 4447025, 39,
13:10:41:9, 1548, 408, 5238109, 39,
13:10:41:9, 1549, 242, 4458848, 39,
13:10:41:9, 1550, 266, 4441340, 39,
13:10:41:9, 1551, 261, 4536067, 39,
13:10:41:9, 1552, 250, 4798403, 39,
13:10:41:9, 1553, 234, 4592567, 39,
13:10:42:0, 1554, 264, 4446116, 39,
13:10:42:0, 1555, 275, 4502188, 39,
13:10:42:0, 1556, 292, 4310975, 39,
13:10:42:0, 1557, 229, 4371821, 39,
13:10:42:0, 1558, 219, 4173884, 39,
13:10:42:0, 1559, 228, 4087438, 39,
13:10:42:0, 1560, 521, 5937058, 78,
13:10:42:0, 1561, 346, 4999796, 39,
13:10:42:0, 1562, 229, 4277897, 39,
13:10:42:0, 1563, 244, 4309615, 39,
13:10:42:0, 1564, 356, 4663398, 39,
13:10:42:1, 1565, 276, 4606679, 39,
13:10:42:1, 1566, 281, 4499129, 39,
13:10:42:1, 1567, 276, 4832480, 39,
13:10:42:1, 1568, 237, 4264102, 39,
13:10:42:1, 1569, 305, 4680726, 39,
13:10:42:1, 1570, 251, 4939284, 39,
13:10:42:1, 1571, 277, 5020766, 39,
13:10:42:1, 1572, 291, 4538641, 39,
13:10:42:1, 1573, 302, 4293044, 39,
13:10:42:1, 1574, 276, 4614546, 39,
13:10:42:2, 1575, 246, 4646956, 39,
13:10:42:2, 1576, 268, 4491665, 39,
13:10:42:2, 1577, 247, 4490143, 39,
13:10:42:2, 1578, 204, 4234259, 39,
13:10:42:2, 1579, 274, 4420320, 39,
13:10:42:2, 1580, 245, 4309219, 39,
13:10:42:2, 1581, 300, 4670891, 39,
13:10:42:2, 1582, 275, 4499526, 39,
13:10:42:2, 1583, 236, 4332940, 39,
13:10:42:3, 1584, 238, 4375765, 39,
13:10:42:3, 1585, 239, 4126438, 39,
13:10:42:3, 1586, 272, 4505379, 39,
13:10:42:3, 1587, 269, 4491690, 39,
13:10:42:3, 1588, 247, 4396714, 39,
13:10:42:3, 1589, 226, 4270217, 39,
13:10:42:3, 1590, 230, 4089073, 39,
13:10:42:3, 1591, 254, 4176289, 39,
13:10:42:3, 1592, 264, 4642348, 39,
13:10:42:3, 1593, 281, 4158316, 39,
13:10:42:4, 1594, 248, 4228170, 39,
13:10:42:4, 1595, 227, 4171488, 39,
13:10:42:4, 1596, 226, 4468403, 39,
13:10:42:4, 1597, 233, 4237625, 39,
13:10:42:4, 1598, 226, 4103846, 39,
13:10:42:4, 1599, 248, 4237118, 39,
13:10:42:4, 1600, 237, 4152918, 39,
13:10:42:4, 1601, 266, 4681625, 39,
13:10:42:4, 1602, 226, 4284229, 39,
13:10:42:4, 1603, 251, 4374608, 39,
13:10:42:4, 1604, 259, 4283150, 39,
13:10:42:5, 1605, 312, 4542973, 39,
13:10:42:5, 1606, 261, 4804119, 39,
13:10:42:5, 1607, 692, 7553394, 78,
13:10:42:5, 1608, 468, 6050667, 78,
13:10:42:5, 1609, 247, 4484237, 39,
13:10:42:5, 1610, 261, 4377233, 39,
13:10:42:5, 1611, 256, 4551598, 39,
13:10:42:5, 1612, 237, 4340998, 39,
13:10:42:5, 1613, 226, 4365381, 39,
13:10:42:5, 1614, 316, 4357633, 39,
13:10:42:6, 1615, 263, 4521458, 39,
13:10:42:6, 1616, 242, 4306147, 39,
13:10:42:6, 1617, 250, 4115291, 39,
13:10:42:6, 1618, 264, 4642521, 39,
13:10:42:6, 1619, 317, 4659079, 39,
13:10:42:6, 1620, 267, 4640477, 39,
13:10:42:6, 1621, 227, 4081475, 39,
13:10:42:6, 1622, 232, 4336747, 39,
13:10:42:6, 1623, 313, 4479659, 39,
13:10:42:6, 1624, 271, 4400053, 39,
13:10:42:7, 1625, 272, 4359632, 39,
13:10:42:7, 1626, 280, 4340558, 39,
13:10:42:7, 1627, 253, 4577673, 39,
13:10:42:7, 1628, 237, 4453897, 39,
13:10:42:7, 1629, 276, 4383414, 39,
13:10:42:7, 1630, 260, 4439942, 39,
13:10:42:7, 1631, 306, 4690615, 39,
13:10:42:7, 1632, 271, 4760578, 39,
13:10:42:7, 1633, 236, 4486841, 39,
13:10:42:8, 1634, 297, 4794067, 39,
13:10:42:8, 1635, 248, 4381189, 39,
13:10:42:8, 1636, 365, 5893084, 78,
13:10:42:8, 1637, 275, 4784005, 39,
13:10:42:8, 1638, 278, 4452251, 39,
13:10:42:8, 1639, 262, 4324146, 39,
13:10:42:8, 1640, 248, 4452524, 39,
13:10:42:8, 1641, 251, 4401409, 39,
13:10:42:8, 1642, 235, 4274004, 39,
13:10:42:8, 1643, 250, 4476789, 39,
13:10:42:9, 1644, 262, 4254152, 39,
13:10:42:9, 1645, 247, 4214792, 39,
13:10:42:9, 1646, 285, 4344155, 39,
13:10:42:9, 1647, 240, 4423573, 39,
13:10:42:9, 1648, 214, 4126886, 39,
13:10:42:9, 1649, 223, 4292192, 39,
13:10:42:9, 1650, 247, 4347257, 39,
13:10:42:9, 1651, 254, 4294209, 39,
13:10:42:9, 1652, 260, 4587266, 39,
13:10:42:9, 1653, 251, 4337659, 39,
13:10:43:0, 1654, 233, 4551350, 39,
13:10:43:0, 1655, 257, 4714989, 39,
13:10:43:0, 1656, 256, 4646802, 39,
13:10:43:0, 1657, 281, 4744201, 39,
13:10:43:0, 1658, 378, 5206171, 39,
13:10:43:0, 1659, 345, 5121429, 39,
13:10:43:0, 1660, 251, 4533400, 39,
13:10:43:0, 1661, 220, 4286497, 39,
13:10:43:0, 1662, 261, 4472486, 39,
13:10:43:0, 1663, 249, 4417514, 39,
13:10:43:0, 1664, 267, 4719789, 39,
13:10:43:1, 1665, 294, 4433198, 39,
13:10:43:1, 1666, 261, 4423954, 39,
13:10:43:1, 1667, 229, 4333174, 39,
13:10:43:1, 1668, 236, 4266906, 39,
13:10:43:1, 1669, 255, 4058592, 39,
13:10:43:1, 1670, 325, 4249025, 39,
13:10:43:1, 1671, 250, 4219887, 39,
13:10:43:1, 1672, 306, 4711048, 39,
13:10:43:1, 1673, 230, 4188075, 39,
13:10:43:1, 1674, 243, 4355100, 39,
13:10:43:2, 1675, 217, 4228987, 39,
13:10:43:2, 1676, 220, 4251554, 39,
13:10:43:2, 1677, 282, 4339548, 39,
13:10:43:2, 1678, 265, 4410970, 39,
13:10:43:2, 1679, 407, 6007461, 78,
13:10:43:2, 1680, 290, 5078382, 39,
13:10:43:2, 1681, 280, 4591145, 39,
13:10:43:2, 1682, 261, 4562631, 39,
13:10:43:2, 1683, 269, 4339613, 39,
13:10:43:3, 1684, 247, 4450331, 39,
13:10:43:3, 1685, 248, 4568689, 39,
13:10:43:3, 1686, 322, 4582855, 39,
13:10:43:3, 1687, 259, 4343346, 39,
13:10:43:3, 1688, 251, 4615067, 39,
13:10:43:3, 1689, 242, 4332315, 39,
13:10:43:3, 1690, 241, 4495738, 39,
13:10:43:3, 1691, 252, 4674879, 39,
13:10:43:3, 1692, 303, 5024610, 39,
13:10:43:3, 1693, 250, 4523311, 39,
13:10:43:3, 1694, 262, 4443897, 39,
13:10:43:4, 1695, 300, 4693533, 39,
13:10:43:4, 1696, 239, 4414855, 39,
13:10:43:4, 1697, 234, 4585240, 39,
13:10:43:4, 1698, 265, 4242443, 39,
13:10:43:4, 1699, 277, 4605814, 39,
13:10:43:4, 1700, 233, 4373279, 39,
13:10:43:4, 1701, 275, 4230780, 39,
13:10:43:4, 1702, 296, 4390362, 39,
13:10:43:4, 1703, 230, 4182819, 39,
13:10:43:4, 1704, 262, 4256255, 39,
13:10:43:5, 1705, 220, 4248619, 39,
13:10:43:5, 1706, 240, 3989775, 39,
13:10:43:5, 1707, 204, 4216354, 39,
13:10:43:5, 1708, 291, 4518609, 39,
13:10:43:5, 1709, 219, 4310847, 39,
13:10:43:5, 1710, 272, 4189672, 39,
13:10:43:5, 1711, 223, 4429930, 39,
13:10:43:5, 1712, 254, 4569013, 39,
13:10:43:5, 1713, 266, 4380442, 39,
13:10:43:5, 1714, 261, 4592299, 39,
13:10:43:6, 1715, 329, 4520752, 39,
13:10:43:6, 1716, 258, 4449942, 39,
13:10:43:6, 1717, 234, 4188003, 39,
13:10:43:6, 1718, 262, 4591168, 39,
13:10:43:6, 1719, 256, 4479905, 39,
13:10:43:6, 1720, 242, 4347956, 39,
13:10:43:6, 1721, 251, 4399400, 39,
13:10:43:6, 1722, 310, 4710918, 39,
13:10:43:6, 1723, 255, 4526064, 39,
13:10:43:6, 1724, 231, 4409959, 39,
13:10:43:7, 1725, 245, 4441633, 39,
13:10:43:7, 1726, 225, 4325755, 39,
13:10:43:7, 1727, 226, 3957437, 39,
13:10:43:7, 1728, 241, 4134916, 39,
13:10:43:7, 1729, 236, 4289387, 39,
13:10:43:7, 1730, 230, 4617407, 39,
13:10:43:7, 1731, 254, 4187011, 39,
13:10:43:7, 1732, 245, 4422479, 39,
13:10:43:7, 1733, 272, 4772323, 39,
13:10:43:7, 1734, 269, 4477249, 39,
13:10:43:8, 1735, 259, 4696175, 39,
13:10:43:8, 1736, 255, 4400107, 39,
13:10:43:8, 1737, 272, 4686684, 39,
13:10:43:8, 1738, 258, 4446082, 39,
13:10:43:8, 1739, 409, 6239908, 78,
13:10:43:8, 1740, 280, 5336336, 39,
13:10:43:8, 1741, 285, 4385596, 39,
13:10:43:8, 1742, 280, 5497894, 78,
13:10:43:8, 1743, 421, 5777434, 78,
13:10:43:8, 1744, 272, 4732015, 39,
13:10:43:9, 1745, 292, 4767197, 39,
13:10:43:9, 1746, 285, 4568616, 39,
13:10:43:9, 1747, 308, 5057743, 39,
13:10:43:9, 1748, 232, 4234392, 39,
13:10:43:9, 1749, 241, 4408018, 39,
13:10:43:9, 1750, 244, 4346424, 39,
13:10:43:9, 1751, 305, 4510801, 39,
13:10:43:9, 1752, 239, 4455877, 39,
13:10:43:9, 1753, 223, 4205430, 39,
13:10:43:9, 1754, 253, 4347416, 39,
13:10:44:0, 1755, 295, 4779368, 39,
13:10:44:0, 1756, 238, 4463743, 39,
13:10:44:0, 1757, 260, 4099682, 39,
13:10:44:0, 1758, 222, 4340193, 39,
13:10:44:0, 1759, 272, 4482136, 39,
13:10:44:0, 1760, 220, 4319501, 39,
13:10:44:0, 1761, 298, 4390660, 39,
13:10:44:0, 1762, 324, 5064522, 39,
13:10:44:0, 1763, 245, 4519907, 39,
13:10:44:1, 1764, 236, 4237703, 39,
13:10:44:1, 1765, 290, 4620466, 39,
13:10:44:1, 1766, 266, 4179379, 39,
13:10:44:1, 1767, 233, 4296413, 39,
13:10:44:1, 1768, 283, 4185519, 39,
13:10:44:1, 1769, 317, 4486408, 39,
13:10:44:1, 1770, 278, 4273424, 39,
13:10:44:1, 1771, 261, 4382529, 39,
13:10:44:1, 1772, 462, 5197016, 39,
13:10:44:1, 1773, 281, 4636756, 39,
13:10:44:1, 1774, 244, 4259394, 39,
13:10:44:2, 1775, 256, 4609985, 39,
13:10:44:2, 1776, 267, 4563531, 39,
13:10:44:2, 1777, 269, 4828934, 39,
13:10:44:2, 1778, 251, 4345155, 39,
13:10:44:2, 1779, 412, 5354602, 78,
13:10:44:2, 1780, 289, 4802415, 39,
13:10:44:2, 1781, 291, 4607582, 39,
13:10:44:2, 1782, 244, 4291217, 39,
13:10:44:2, 1783, 277, 4356249, 39,
13:10:44:2, 1784, 234, 4242995, 39,
13:10:44:3, 1785, 278, 4172619, 39,
13:10:44:3, 1786, 220, 4284482, 39,
13:10:44:3, 1787, 278, 4025660, 39,
13:10:44:3, 1788, 280, 4394543, 39,
13:10:44:3, 1789, 263, 4470916, 39,
13:10:44:3, 1790, 261, 4394890, 39,
13:10:44:3, 1791, 241, 4309349, 39,
13:10:44:3, 1792, 220, 4168702, 39,
13:10:44:3, 1793, 256, 4526114, 39,
13:10:44:3, 1794, 285, 4195080, 39,
13:10:44:4, 1795, 274, 4565688, 39,
13:10:44:4, 1796, 231, 4224394, 39,
13:10:44:4, 1797, 306, 4657136, 39,
13:10:44:4, 1798, 292, 4456978, 39,
13:10:44:4, 1799, 244, 4424659, 39,
13:10:44:4, 1800, 238, 4405952, 39,
13:10:44:4, 1801, 304, 4593148, 39,
13:10:44:4, 1802, 291, 4642761, 39,
13:10:44:4, 1803, 288, 4463599, 39,
13:10:44:4, 1804, 232, 4114745, 39,
13:10:44:5, 1805, 228, 4305015, 39,
13:10:44:5, 1806, 269, 4533456, 39,
13:10:44:5, 1807, 275, 4681868, 39,
13:10:44:5, 1808, 253, 4434489, 39,
13:10:44:5, 1809, 274, 4464014, 39,
13:10:44:5, 1810, 237, 4272380, 39,
13:10:44:5, 1811, 253, 4285319, 39,
13:10:44:5, 1812, 234, 4389105, 39,
13:10:44:5, 1813, 214, 4318888, 39,
13:10:44:6, 1814, 341, 4240930, 39,
13:10:44:6, 1815, 242, 4166728, 39,
13:10:44:6, 1816, 222, 4450580, 39,
13:10:44:6, 1817, 239, 4581306, 39,
13:10:44:6, 1818, 229, 4369177, 39,
13:10:44:6, 1819, 242, 4516251, 39,
13:10:44:6, 1820, 262, 4373497, 39,
13:10:44:6, 1821, 241, 4392838, 39,
13:10:44:6, 1822, 239, 4265168, 39,
13:10:44:6, 1823, 245, 4418128, 39,
13:10:44:7, 1824, 286, 4450886, 39,
13:10:44:7, 1825, 247, 4701278, 39,
13:10:44:7, 1826, 281, 4478210, 39,
13:10:44:7, 1827, 346, 5608389, 78,
13:10:44:7, 1828, 398, 4782014, 39,
13:10:44:7, 1829, 447, 5664876, 78,
13:10:44:7, 1830, 275, 4659281, 39,
13:10:44:7, 1831, 268, 4526807, 39,
13:10:44:7, 1832, 256, 4400959, 39,
13:10:44:7, 1833, 250, 4634097, 39,
13:10:44:7, 1834, 282, 4473625, 39,
13:10:44:8, 1835, 225, 4292156, 39,
13:10:44:8, 1836, 234, 4212584, 39,
13:10:44:8, 1837, 213, 4190393, 39,
13:10:44:8, 1838, 250, 4246209, 39,
13:10:44:8, 1839, 245, 4364505, 39,
13:10:44:8, 1840, 220, 4190816, 39,
13:10:44:8, 1841, 255, 4512633, 39,
13:10:44:8, 1842, 240, 4474521, 39,
13:10:44:8, 1843, 259, 4447144, 39,
13:10:44:8, 1844, 268, 4422366, 39,
13:10:44:9, 1845, 303, 4564923, 39,
13:10:44:9, 1846, 247, 4295954, 39,
13:10:44:9, 1847, 310, 4446460, 39,
13:10:44:9, 1848, 262, 4549318, 39,
13:10:44:9, 1849, 236, 4515715, 39,
13:10:44:9, 1850, 339, 5083584, 39,
13:10:44:9, 1851, 293, 4509683, 39,
13:10:44:9, 1852, 209, 4236653, 39,
13:10:44:9, 1853, 288, 5231721, 39,
